date,CDP opened,Mean of CDP values (in ETH),Median of CDP values (in ETH),ETH Price,DAI Price,Collateralization Ratio,DAI Transaction Volume,ETH Transaction Volume,DAI Velocity,ETH Velocity,DAI NVT based on trx volume,ETH NVT based on trx volume,DAI ClosePrice,DAI HighPrice,DAI LowPrice,DAI OpenPrice,ETH ClosePrice,ETH HighPrice,ETH LowPrice,ETH OpenPrice,Amount of Bites,"Volume of Bites, DAI",DAI Exchange Flow,ETH Exchange Flow,Stability Fee
2017-12-18,34,302.4375,150,736.004090277778,1.01760484160946,3.11175254372869,3940486.66170584,9118393.51933891,6.61937273575454,8.20314506029728,1,86.909754556325,0,0,0,0,794.645,803.928,689.231,721.732,2,40.4021656135036,0,736.004090277778,0.5
2017-12-19,48,322.165832519531,3,832.236972222222,1.00337648530703,2.59634178690649,8238558.76947007,12162854.2483041,5.78380047657633,8.74175043695834,1.36177103160599,69.4483888441825,0,0,0,0,826.823,881.944,785.342,793.901,1,31.0499881775695,0,832.236972222222,0.5
2017-12-20,19,562.073425292969,5.05135011672974,810.287506944444,1.01297235482996,2.7011995880265,7074254.0255484,13658369.0597043,2.73030122189391,10.0901474355102,1.58774190234861,71.39900252369,0,0,0,0,819.086,845.062,756.004,827.516,2,984.431899657392,0,810.287506944444,0.5
2017-12-21,19,516.052368164063,5.99988079071045,837.231079861112,1.02573762618401,2.64030542770271,4517756.70036304,13762154.747673,4.38294108765028,9.79236370415783,4.72412669072499,68.7838419017289,0,0,0,0,821.063,880.543,792.689,820.236,0,0,0,837.231079861112,0.5
2017-12-22,20,455.274047851563,6.04132318496704,689.014989583333,0.972228007338228,2.79326808124402,21291168.9300792,15001691.8474793,10.23108693362,10.0597565823898,2.13189679316502,64.8373343219575,0,0,0,0,674.86,827.683,543.762,822.643,14,29173.4864090151,0,689.014989583333,0.5
2017-12-23,18,424.214599609375,6.17567014694214,729.755027777778,1.01119955890349,2.77447140754456,5276470.7116519,9870236.0650713,3.4479521024602,11.2184983539657,3.39499905911264,109.920731202564,0,0,0,0,719.387,763.895,679.731,681.316,2,31.467968543917,0,729.755027777778,0.5
2017-12-24,17,444.480285644531,6.04132318496704,673.805625,0.987727700606541,2.73703383909955,6206142.45296404,7777130.32063008,4.52479174541477,8.52505865527259,4.26730084033695,106.033382491479,0,0,0,0,694.148,721.769,614.922,721.769,1,34.4034853858696,0,673.805625,0.5
2017-12-25,10,422.668762207031,5.53937005996704,753.689097222223,1.02350915218524,2.91590931395815,3784497.68613059,6733393.83216006,4.36785411450685,6.61316524350361,6.89324709395687,95.0236771834662,0,0,0,0,765.834,782.521,698.87,698.87,0,0,0,753.689097222223,0.5
2017-12-26,7,403.191345214844,6.02060556411743,771.423642361112,1.01855226720619,2.86232670361082,5665973.21050078,9204306.3721044,2.92226520089882,8.11822755438558,3.18637617790539,85.3531463437247,0,0,0,0,773.836,786.79,760.935,763.37,0,0,0,771.423642361112,0.5
2017-12-27,8,435.822357177734,6.17567014694214,770.245177083333,1.01554770403987,3.36957233409737,4577659.17687987,10619098.4975547,6.69068536196147,9.07467923019578,8.70745900442451,82.717195013111,0.969767,1.00005,0.886178,0.915159,762.842,789.253,738.413,774.97,0,0,0.958051607407407,770.245177083333,0.5
2017-12-28,6,407.859619140625,7.09946441650391,728.185604166667,1.03224975421657,3.15681032475091,5300258.26511738,13447887.9085778,4.702641972738,11.2126684191092,5.14089438103739,80.7232850351519,0.990096,1.04552,0.917622,0.968816,737.023,763.319,701.187,762.208,0,0,0.981031826388888,728.185604166667,0.5
2017-12-29,5,402.893707275391,7.29892873764038,750.96203125,1.02372820065076,3.38636216102361,1720072.31349812,15063943.0061471,8.56275036427678,11.4392119939177,28.3809549669044,73.5350013109681,0.998248,1.00653,0.952251,0.992185,753.592,770.117,729.608,740.389,0,0,0.991523423611111,750.96203125,0.5
2017-12-30,8,375.792053222656,7.09946441650391,715.743,0.97982077330042,3.31162258573636,2635411.40217438,16746663.8787003,11.2848642478796,12.1956501991479,24.5289206312134,70.5351297387903,0.990408,0.999645,0.922517,0.999102,717.257,753.815,685.231,753.815,1,162.513229679375,0.963014739583333,715.743,0.5
