,marketPriceEth,marketPriceUsd,block_number,debtAvailableToSettle,globalDebt,globalDebtCeiling,systemSurplus,totalActiveSafeCount,RedemptionRateAnnualizedRate,RedemptionRateHourlyRate,RedemptionRateEightHourlyRate,RedemptionPrice,RaiDrawnFromSAFEs,collateral,debt,EthInUniswap,RaiInUniswap,ETH Price (OSM),block_timestamp
1419,0.001271858273849085089539991968472203,3.139850917781650346466811343786813,12244845,2103.518374295953903228734667282724,34366512.05670469486767269264519437,115792089237316195423570985008687.9,196540.9306822989915052451449102181,900,0.6648032432604186,0.999953395588656,0.9996272255187726,3.018381607437682696389202258,34106673.3689774449949919,6419.9632,1478358.782020056,41192.703657741307297016,32388963.148279533441010272,2421.84255027,2021-04-15 13:09:40+00:00
1420,0.001271858273849085089539991968472203,3.139850917781650346466811343786813,12245114,2103.518374295953903228734667282724,34402820.20306791843993187969166573,115792089237316195423570985008687.9,196565.8488345332892145275640915119,898,0.6648032432604186,0.999953395588656,0.9996272255187726,3.018241289205476255753213506,34142952.514036286266752084,6419.9632,1478358.782020056,41087.35720231164829521,32318697.89498555905963163,2432.5699999999997,2021-04-15 14:09:31+00:00
1421,0.001258517908796607816769783256003773,3.107804772875813520402700937408231,12245379,2103.518374295953903228734667282724,34925018.07956349326214160637958918,115792089237316195423570985008687.9,196610.2886701593720664648699457124,889,0.6646353810237917,0.9999533667622594,0.9996269949828447,3.01809885222492640667532007,34665040.816426617267881482,6419.9632,1478358.782020056,41071.981926516689093562,32523161.744506258048508475,2465.2703081600002,2021-04-15 15:10:16+00:00
1422,0.001254710444098498280156482650018217,3.091146629317348804121004318873411,12245663,2103.518374295953903228734667282724,34049952.70937315368692940548502385,115792089237316195423570985008687.9,196648.2004540176862939669733204737,865,0.6646353810237917,0.9999533667622594,0.9996269949828447,3.01795924224645081612535185,33789514.573026374266023837,6393.9632,1468405.6716419312,39737.998520445313533182,31667060.52054296597450387,2469.41640731,2021-04-15 16:09:47+00:00
1423,0.001244692858303635815058784717364078,3.05838119976717181214249976387148,12245951,2103.518374295953903228734667282724,34050000.65492617006899663902600389,115792089237316195423570985008687.9,196690.6415792117897432274715110909,861,0.6646353810237917,0.9999533667622594,0.9996269949828447,3.01780318071354026021222878,33790022.385193174704729582,6393.9632,1468405.6716419312,39512.789988960211048428,31662902.830838535525258513,2463.63345731,2021-04-15 17:16:19+00:00
1424,0.001244017889862719491312125232062694,3.071501102301714800025241058088705,12246212,2103.518374295953903228734667282724,33961533.18402190115959924625819778,115792089237316195423570985008687.9,196734.3361483915394435810092727353,854,0.6646353810237917,0.9999533667622594,0.9996269949828447,3.017677735297244362390786151,33701304.761081175089714047,6393.9632,1468405.6716419312,39391.999441656258002932,31647967.752737600683955546,2463.63345731,2021-04-15 18:09:48+00:00
1425,0.001244017889862719491312125232062694,3.071501102301714800025241058088705,12246500,2103.518374295953903228734667282724,33936534.54993003069898322168074561,115792089237316195423570985008687.9,196745.733102620762141807980252697,850,0.6646353810237917,0.9999533667622594,0.9996269949828447,3.017537128481510231705896167,33676330.356741379498221426,6393.9632,1468405.6716419312,39354.433071036177387999,31662184.065143589623715548,2449.64033994,2021-04-15 19:09:45+00:00
1426,0.001246987421801513533402206369475254,3.105640391572601157135813090029567,12246773,2103.518374295953903228734667282724,33301978.92467609670872849478522837,115792089237316195423570985008687.9,196785.9119529137924739186510128427,844,0.6915088620983488,0.9999578913760679,0.9996631806521769,3.017409349675787489410576732,33041418.194035896179642145,6393.9632,1468405.6716419312,38426.761121261345518016,30906523.716517712438486999,2457.1372603,2021-04-15 20:09:43+00:00
1427,0.001235171468021723068558881363072514,3.083733718906632035704741384109595,12247027,2103.518374295953903228734667282724,33232053.02370159182444626048393728,115792089237316195423570985008687.9,196831.217117622406634920535942417,841,0.6915088620983488,0.9999578913760679,0.9996631806521769,3.017282255427591851548450881,32971754.204484262347638919,6390.4632,1467605.6513016156,38357.098412810894273238,31066471.850387208296832795,2469.01682631,2021-04-15 21:09:44+00:00
1428,0.00123521854445613500844811048035996,3.086901054721932878628915132267536,12247320,2103.518374295953903228734667282724,32891613.41241196535431289739585344,115792089237316195423570985008687.9,196868.1384604717194254525322941886,838,0.6915088620983488,0.9999578913760679,0.9996631806521769,3.017282255427591851548450881,32630151.590305285170198722,6390.4632,1467605.6513016156,37930.495898265269987395,30707518.170370421452589733,2490.5146092699997,2021-04-15 22:09:37+00:00
1429,0.001222244588899412459401622525092725,3.075977507424774410587901569310876,12247590,2103.518374295953903228734667282724,33036692.80680782854072327278770453,115792089237316195423570985008687.9,196919.7020980843349801501390108843,836,0.6915088620983488,0.9999578913760679,0.9996631806521769,3.017027271310772805068674785,32776423.19562932034900191,6390.4632,1467605.6513016156,37723.551107311992462591,30777296.50264280069230617,2496.60374996,2021-04-15 23:10:09+00:00
1430,0.001222244588899412459401622525092725,3.075977507424774410587901569310876,12247848,2103.518374295953903228734667282724,33456377.71044996474697799240558619,115792089237316195423570985008687.9,196945.6108838684574888896509368038,835,0.7372337101266921,0.9999652003398847,0.9997216366251753,3.016920199062550335927079899,33195759.050864399590548615,6390.4632,1467605.6513016156,38132.636016123709702828,31198858.528357883490431418,2532.5582053499998,2021-04-16 00:09:41+00:00
1431,0.001219093628636871679765107580975829,3.067083821052289845428008747050388,12248118,2103.518374295953903228734667282724,33912645.75867816363265950076699534,115792089237316195423570985008687.9,196972.760773221589618106860864157,833,0.7372337101266921,0.9999652003398847,0.9997216366251753,3.016815152939598194088290533,33653380.030117077023919331,6390.4632,1467605.6513016156,37834.402290847983857364,31430849.61023836716175549,2516.66281476,2021-04-16 01:09:43+00:00
1432,0.001219093628636871679765107580975829,3.067083821052289845428008747050388,12248386,2103.518374295953903228734667282724,33502991.45545849511611907476699534,115792089237316195423570985008687.9,196972.760773221589618106860864157,830,0.7372337101266921,0.9999652003398847,0.9997216366251753,3.016704511422744247269357157,33242359.045404125431814204,6389.4632,1467605.6513016156,36990.07648182027046719,30342276.928459291062641878,2516.66281476,2021-04-16 02:12:57+00:00
1433,0.001252670304383111560954744338231961,3.049399679231954583280596583674304,12248674,2103.518374295953903228734667282724,33031175.49155762923959015195810313,115792089237316195423570985008687.9,197068.8035762467910996603330900696,823,0.7372337101266921,0.9999652003398847,0.9997216366251753,3.016605042505629068679054245,32770257.75621243809192157,6389.4632,1467605.6513016156,36398.139361765512814948,29875651.21529969090474048,2525.35496474,2021-04-16 03:09:48+00:00
1434,0.001252670304383111560954744338231961,3.049399679231954583280596583674304,12248917,2103.518374295953903228734667282724,32898074.3318671489113049408144948,115792089237316195423570985008687.9,197084.3704762874777564260964158143,820,0.7570164641761699,0.9999682230760685,0.9997458128803919,3.016506264699457394575103183,32637273.724249768558138126,6384.4632,1466805.9332931596,36236.98323735675603155,29723480.645155539798553694,2515.8722423,2021-04-16 04:09:55+00:00
1435,0.001252670304383111560954744338231961,3.049399679231954583280596583674304,12249147,2103.518374295953903228734667282724,32675214.0055864703393185628144948,115792089237316195423570985008687.9,197084.3704762874777564260964158143,818,0.7570164641761699,0.9999682230760685,0.9997458128803919,3.016506264699457394575103183,32413668.397652634310457685,6384.4632,1466805.9332931596,36415.141443215942535259,29441704.429709437086233399,2507.19598818,2021-04-16 05:09:39+00:00
1436,0.001250113404508213497366483033490337,3.018884392446905637296983051400081,12249392,2103.518374295953903228734667282724,32522219.81215040743527971831079711,115792089237316195423570985008687.9,197174.0658457920493124186509578676,816,0.7570164641761699,0.9999682230760685,0.9997458128803919,3.01631397141482238702399668,32261776.74045070795445767,6384.4632,1466805.9332931596,37452.393687608943505538,29796851.71175093952609952,2466.6966096899996,2021-04-16 06:10:17+00:00
1437,0.001260586504471548989679216651913131,3.063145445607953709552494824261975,12249625,2103.518374295953903228734667282724,32533614.64648334935015347283004606,115792089237316195423570985008687.9,197217.1908188500508248143625408567,814,0.7570164641761699,0.9999682230760685,0.9997458128803919,3.016217030639077299474394728,32272464.280946644265853697,6384.4632,1466805.9332931596,37241.852307669623385121,29790779.119211449827533611,2434.31944428,2021-04-16 07:10:58+00:00
1438,0.001253303854925411606285480406819105,3.037012269505205935704667631398534,12249925,2103.518374295953903228734667282724,31587634.67148967895471807679530004,115792089237316195423570985008687.9,197254.945491338366808370294920295,812,0.8107193919489838,0.9999760467152785,0.9998083897867344,3.01612344081644260145744304,31326394.133326608931957891,6384.4632,1466805.9332931596,36459.934654937724264285,28935854.646990390008049493,2414.8884265700003,2021-04-16 08:19:34+00:00
1439,0.001272171098477881050656428163278635,3.042880607027274127444097395182901,12250155,2103.518374295953903228734667282724,31868815.98826744991895792628159835,115792089237316195423570985008687.9,197289.5986174926064269542493405303,814,0.8107193919489838,0.9999760467152785,0.9998083897867344,3.016063095165564187545538149,31608394.133326608931957891,6384.4632,1466805.9332931596,36799.244666320460890339,29365056.598852947454692507,2429.93672766,2021-04-16 09:09:41+00:00
1440,0.001272171098477881050656428163278635,3.042880607027274127444097395182901,12250444,2103.518374295953903228734667282724,31876901.69443550655383682802511837,115792089237316195423570985008687.9,197295.0814225837861049753021318905,812,0.8107193919489838,0.9999760467152785,0.9998083897867344,3.015990489328253481179995763,31615576.551615968342718156,6384.4632,1466805.9332931596,36892.736981942592467657,29290643.485810927750481846,2429.93672766,2021-04-16 10:09:59+00:00
1441,0.001272171098477881050656428163278635,3.042880607027274127444097395182901,12250747,2103.518374295953903228734667282724,31850943.51536077468151848902511837,115792089237316195423570985008687.9,197295.0814225837861049753021318905,812,0.8107193919489838,0.9999760467152785,0.9998083897867344,3.015918527390015358099497713,31589531.254725727693862058,6384.4632,1466805.9332931596,36964.435530547614010203,29201737.560088164166420463,2408.66652712,2021-04-16 11:09:45+00:00
1442,0.001272171098477881050656428163278635,3.042880607027274127444097395182901,12251016,2103.518374295953903228734667282724,31109316.01916067921360767302511837,115792089237316195423570985008687.9,197295.0814225837861049753021318905,809,0.8760065885356461,0.9999848880517535,0.9998791108082219,3.015855701291908366492214624,30845414.794750315364675358,3932.4632,726785.1188634174,35885.418973072581322415,28202386.057045562858018124,2403.44,2021-04-16 12:09:42+00:00
1443,0.001265656337226672162326770138899487,3.003666661687082819618370948672536,12251273,2103.518374295953903228734667282724,31089376.56422877402571262459814463,115792089237316195423570985008687.9,197413.0150397456697090277724964703,807,0.8760065885356461,0.9999848880517535,0.9998791108082219,3.015855701291908366492214624,30827737.231717267053190207,3932.4632,726785.1188634174,35712.389143083658746092,28294534.931559137710871791,2371.1,2021-04-16 13:09:43+00:00
1444,0.001265656337226672162326770138899487,3.003666661687082819618370948672536,12251532,2103.518374295953903228734667282724,30967540.00659185573181455059814463,115792089237316195423570985008687.9,197413.0150397456697090277724964703,804,0.8760065885356461,0.9999848880517535,0.9998791108082219,3.015764247243655582791167866,30705490.85336032758258793,3932.4632,726785.1188634174,35761.815829426519879662,28255549.928970784491501484,2391.8799999999997,2021-04-16 14:10:06+00:00
1445,0.001246614682313972092766254554934505,3.017439897702331972999057003518483,12251807,2103.518374295953903228734667282724,30997100.04082523202597947652987527,115792089237316195423570985008687.9,197473.7389580236026177135921264515,804,0.8760065885356461,0.9999848880517535,0.9998791108082219,3.015718698490676486739220887,30735490.85336032758258793,3932.4632,726785.1188634174,35759.047797953122279199,28257743.712058288630144834,2357.75,2021-04-16 15:10:04+00:00
1446,0.001246614682313972092766254554934505,3.017439897702331972999057003518483,12252068,2103.518374295953903228734667282724,30997100.04082523202597947652987527,115792089237316195423570985008687.9,197473.7389580236026177135921264515,804,0.930401435650454,0.9999917649728655,0.9999341216817317,3.015677297968020326767667666,30735490.85336032758258793,3932.4632,726785.1188634174,35282.67271692412983601,28155424.850336041426235709,2357.75,2021-04-16 16:09:47+00:00
1447,0.001252165198224966604455158646912733,3.046455319021432500309178230006334,12252385,2103.518374295953903228734667282724,30758407.59431250634339874079477866,115792089237316195423570985008687.9,197568.5555402064708880736385274281,803,0.930401435650454,0.9999917649728655,0.9999341216817317,3.015652125764306051882096729,30496510.101392090065039245,3932.4632,726785.1188634174,34902.845380315387865136,27994033.916759659923563386,2418.22801333,2021-04-16 17:10:36+00:00
