,marketPriceEth,marketPriceUsd,block_number,debtAvailableToSettle,globalDebt,globalDebtCeiling,systemSurplus,totalActiveSafeCount,RedemptionRateAnnualizedRate,RedemptionRateHourlyRate,RedemptionRateEightHourlyRate,RedemptionPrice,RaiDrawnFromSAFEs,collateral,debt,EthInUniswap,RaiInUniswap,ETH Price (OSM),block_timestamp
1459,0.001233519464963965035649523620713934,3.059390135304934405496523468969636,12255628,2103.518374295953903228734667282724,31648145.00745767721977939074225273,115792089237316195423570985008687.9,197986.064664404126568315619379054,797,0.8616467990335304,0.9999830013045037,0.9998640185265124,3.0153802421914245114821014,31385579.950840903461474427,3932.4632,729834.7899648851,34079.273735505137622228,27615524.857802799538252103,2491.33641569,2021-04-17 05:09:40+00:00
1460,0.001233519464963965035649523620713934,3.059390135304934405496523468969636,12255935,2103.518374295953903228734667282724,31637497.96080012797779934743398774,115792089237316195423570985008687.9,198000.2292533058089626438386990093,793,0.8616467990335304,0.9999830013045037,0.9998640185265124,3.01529662167297354572421345,31374728.863500406493903827,3895.4632,721837.7465103009,34023.938775734390808294,27582814.655242052910029632,2480.93653111,2021-04-17 06:16:06+00:00
1461,0.0012334592929773817058036303577926,3.040599197427874468839350699503587,12256188,2103.518374295953903228734667282724,32514754.33987527461598914938034571,115792089237316195423570985008687.9,198057.7959383208911639067869486335,794,0.8616467990335304,0.9999830013045037,0.9998640185265124,3.015247529692262671478820818,32251979.863500406493903827,3895.4632,721837.7465103009,33996.764969525149517686,27560785.164033306461477294,2480.21228866,2021-04-17 07:13:34+00:00
1462,0.001236965849155146551484507700761881,3.012852979470207352519785716591698,12256443,2103.518374295953903228734667282724,32714251.913179221999739376080058,115792089237316195423570985008687.9,198094.4426415977679303945100897621,794,0.8616467990335304,0.9999830013045037,0.9998640185265124,3.015247529692262671478820818,32451979.863500406493903827,3895.4632,721837.7465103009,33782.442605738400101236,27388372.521149652863719702,2474.14806429,2021-04-17 08:10:16+00:00
1463,0.001236965849155146551484507700761881,3.012852979470207352519785716591698,12256755,2103.518374295953903228734667282724,32714251.913179221999739376080058,115792089237316195423570985008687.9,198094.4426415977679303945100897621,794,0.8355664358972736,0.9999794927424943,0.9998359537148045,3.015134341812228113647262277,32451979.863500406493903827,3895.4632,721837.7465103009,33813.682337047264339697,27363144.837571262465930962,2465.09894144,2021-04-17 09:19:43+00:00
1464,0.001236647303356577285755739035452185,3.012077103839548163369538453870178,12256989,2103.518374295953903228734667282724,32725035.6975194370258632609400759,115792089237316195423570985008687.9,198163.7193381298982942331680265486,794,0.8355664358972736,0.9999794927424943,0.9998359537148045,3.015082162274628351856834116,32461979.863500406493903827,3895.4632,721837.7465103009,33826.174291079194387596,27353129.869176360935242119,2468.2277766400002,2021-04-17 10:10:21+00:00
1465,0.001237182707530506947894947673576974,2.987462199355141042290366995816526,12257245,2103.518374295953903228734667282724,32733985.64084439664780024915685436,115792089237316195423570985008687.9,198207.1936897067421290833044845987,793,0.8355664358972736,0.9999794927424943,0.9998359537148045,3.015020640359060957314267585,32471081.098132989110486045,3895.4632,721837.7465103009,32752.414515917922911411,26484846.913925649895010124,2435.68,2021-04-17 11:10:03+00:00
1466,0.001237182707530506947894947673576974,2.987462199355141042290366995816526,12257524,2103.518374295953903228734667282724,32766396.91044450120895202424173152,115792089237316195423570985008687.9,198238.6790266766586181357893545452,790,0.8355664358972736,0.9999794927424943,0.9998359537148045,3.014957367872617053186674518,32503158.810637543271017357,3895.4632,721837.7465103009,32743.741759074569026452,26466375.224750028036180272,2423.5465039,2021-04-17 12:11:27+00:00
1467,0.001263912771019133583136744678926613,3.052902422542576800624695517776494,12257801,2103.518374295953903228734667282724,32800424.09167249335447841793527733,115792089237316195423570985008687.9,198255.3321456061998448866666202233,787,0.8711383447147326,0.9999842518956469,0.9998740221090342,3.014899265279174943890349475,32537106.572434422846914242,3885.9532,720329.4748527509,31201.363375892339080513,25072811.383049514138771702,2414.73,2021-04-17 13:10:52+00:00
1468,0.001263912771019133583136744678926613,3.052902422542576800624695517776494,12258134,2103.518374295953903228734667282724,32769671.55522055259882318593527733,115792089237316195423570985008687.9,198255.3321456061998448866666202233,783,0.8711383447147326,0.9999842518956469,0.9998740221090342,3.014845231656183435313554697,32506248.935520826239103111,3885.9532,720329.4748527509,31396.724886019891502938,24840895.357599481180036431,2412.53852232,2021-04-17 14:19:09+00:00
1469,0.001282247906185926645920483203119493,3.011868757364965038786897788780359,12258355,2103.518374295953903228734667282724,32770470.35969178611662254503766735,115792089237316195423570985008687.9,198330.8766659803452758303810559074,783,0.8711383447147326,0.9999842518956469,0.9998740221090342,3.014804545517940742809647671,32507048.935520826239103111,3885.9532,720329.4748527509,31308.157725360347752338,24841691.505783493940175235,2415.43759391,2021-04-17 15:10:34+00:00
1470,0.001268598649418797799973736977686739,3.005140279891875601912098183901802,12258598,2103.518374295953903228734667282724,33093583.23418832282747710586538652,115792089237316195423570985008687.9,198388.6098453688689432296899144935,781,0.8711383447147326,0.9999842518956469,0.9998740221090342,3.014757753840728850873701672,32831178.909998823876393279,3885.9532,720329.4748527509,31571.303861054338302144,24627538.761343755100546093,2383.28584706,2021-04-17 16:09:42+00:00
1471,0.001268598649418797799973736977686739,3.005140279891875601912098183901802,12258850,2103.518374295953903228734667282724,33090088.12446854845452512186538652,115792089237316195423570985008687.9,198388.6098453688689432296899144935,780,0.9188914723046959,0.9999903439670709,0.9999227543472078,3.014710599776196142042171712,32827671.826792716635316141,3879.9532,718830.9846411656,31724.07758874064793748,24507252.960225917883639853,2349.58227759,2021-04-17 17:09:45+00:00
1472,0.001268598649418797799973736977686739,3.005140279891875601912098183901802,12259126,2103.518374295953903228734667282724,33087489.68803478879768902686538652,115792089237316195423570985008687.9,198388.6098453688689432296899144935,779,0.9188914723046959,0.9999903439670709,0.9999227543472078,3.014681303649457517050305879,32825064.488680434435187191,3879.9532,718830.9846411656,31496.399674195941803691,24566384.900895807867464642,2364.32147102,2021-04-17 18:10:08+00:00
1473,0.001268654838852732177327535937283906,3.017736578630605502887236458657854,12259427,2103.518374295953903228734667282724,33074665.50678129335662284155857383,115792089237316195423570985008687.9,198505.5407940596515331890509234605,777,0.9188914723046959,0.9999903439670709,0.9999227543472078,3.014681303649457517050305879,32810892.025894835993591453,3879.9532,718830.9846411656,31317.362604889072743012,24686580.439949993329912694,2342.89481117,2021-04-17 19:11:52+00:00
1474,0.00126204650743787580056223707056263,3.01341395811742530088489809302164,12259679,2103.518374295953903228734667282724,33136871.11620360622641381941631687,115792089237316195423570985008687.9,198543.2067269697945943717969237749,776,0.9188914723046959,0.9999903439670709,0.9999227543472078,3.01462321357930508906888815,32873090.771534362522480466,3879.9532,718830.9846411656,31237.401933282186879149,24622459.140683798570715272,2381.44,2021-04-17 20:09:52+00:00
1475,0.00126204650743787580056223707056263,3.01341395811742530088489809302164,12259938,2103.518374295953903228734667282724,33116899.51725929703554100741631687,115792089237316195423570985008687.9,198543.2067269697945943717969237749,774,0.9188914723046959,0.9999903439670709,0.9999227543472078,3.014594112362834437610625085,32853050.566870205192590045,3879.9532,718830.9846411656,31151.409448603681183116,24646906.593808062045368812,2378.69,2021-04-17 21:09:51+00:00
1476,0.00126204650743787580056223707056263,3.01341395811742530088489809302164,12260198,2103.518374295953903228734667282724,33063743.82181584630517807941631687,115792089237316195423570985008687.9,198543.2067269697945943717969237749,771,0.965355110650669,0.9999959749789882,0.9999678002855239,3.014590109855732148608086447,32799712.272889697141940166,3879.9532,718830.9846411656,31146.362388083478061218,24643400.816468321831279641,2391.7402028799997,2021-04-17 22:09:43+00:00
1477,0.001262087951180838142337797718487857,3.011303988878944382473715222380472,12260500,2103.518374295953903228734667282724,33085603.00833329717625292502315684,115792089237316195423570985008687.9,198630.4218966782403536212812904176,770,0.965355110650669,0.9999959749789882,0.9999678002855239,3.014579668053783272834959169,32821654.999434381133589552,3879.9532,718830.9846411656,30799.481341925297154133,24403593.515894516796913712,2387.72021503,2021-04-17 23:09:41+00:00
1478,0.001295102710156597130507745363115514,2.957768520482738092624893937736842,12260790,2103.518374295953903228734667282724,32971595.28197270515025491054718204,115792089237316195423570985008687.9,198675.1494839362915845098033268142,769,0.965355110650669,0.9999959749789882,0.9999678002855239,3.01455338844308980760394526,32707953.501852068631875992,3779.9532,698888.7805289322,30898.975750970582701994,24327654.186425777410895764,2385.9700000000003,2021-04-18 00:19:41+00:00
1479,0.001295102710156597130507745363115514,2.957768520482738092624893937736842,12261087,2103.518374295953903228734667282724,32912649.12766524980828160554718204,115792089237316195423570985008687.9,198675.1494839362915845098033268142,768,0.965355110650669,0.9999959749789882,0.9999678002855239,3.014541248061595234704529814,32648804.385350498401150856,3779.9532,698888.7805289322,31126.931947677999254755,24142393.225001629559197261,2333.85645454,2021-04-18 01:19:43+00:00
1480,0.001295208317750242186975695781072446,2.963021668091807100295265784705975,12261318,2103.518374295953903228734667282724,32920023.37667567611047127318661744,115792089237316195423570985008687.9,198740.3196038983422465397818599865,768,0.9961315690368943,0.9999995575420276,0.999996460341703,3.014538649025156081301759264,32655804.385350498401150856,3779.9532,698888.7805289322,31198.205790672563191256,24087403.827720461329449798,2296.54284836,2021-04-18 02:09:58+00:00
1481,0.001371200335743639691877600738164519,3.0320179679807486625968843339627,12261646,2103.518374295953903228734667282724,32917876.90439544340012445662328985,115792089237316195423570985008687.9,198802.4732715757441753722711144619,769,0.9961315690368943,0.9999995575420276,0.999996460341703,3.014537108108654935625791396,32653509.558553953851808702,3765.5032,692147.1356374841,31421.036927434595556467,23890846.174463784933189283,2287.67961685,2021-04-18 03:19:17+00:00
1482,0.001371200335743639691877600738164519,3.0320179679807486625968843339627,12261887,2103.518374295953903228734667282724,31746999.18893956260968447792365793,115792089237316195423570985008687.9,198814.709346811109946556921298498,768,0.9961315690368943,0.9999995575420276,0.999996460341703,3.014535948809406873985777826,31478565.78063546680056877,3765.5032,692147.1356374841,31096.185208989691996464,22531851.194764388928844591,2214.39,2021-04-18 04:11:26+00:00
1483,0.001371200335743639691877600738164519,3.0320179679807486625968843339627,12262151,2103.518374295953903228734667282724,31746999.18893956260968447792365793,115792089237316195423570985008687.9,198814.709346811109946556921298498,768,0.9961315690368943,0.9999995575420276,0.999996460341703,3.014534651684122813453619913,31478565.78063546680056877,3765.5032,692147.1356374841,31040.885187988841403185,22556509.666654925008816383,2180.03,2021-04-18 05:09:47+00:00
1484,0.001371200335743639691877600738164519,3.0320179679807486625968843339627,12262418,2103.518374295953903228734667282724,31746999.18893956260968447792365793,115792089237316195423570985008687.9,198814.709346811109946556921298498,768,1.0613375442047628,1.000006795679122,1.0000543667260689,3.014545796575076006952904549,31478565.78063546680056877,3765.5032,692147.1356374841,31025.870642004500520844,22553975.443845650243941019,2178.5734869400003,2021-04-18 06:12:33+00:00
1485,0.001350320717784728934443355632967772,2.998316308778416564725423195952046,12262677,2103.518374295953903228734667282724,32241463.361666869968983025498555,115792089237316195423570985008687.9,198929.3444187735621681353068394516,768,1.0613375442047628,1.000006795679122,1.0000543667260689,3.014565633740299522313341137,31978565.78063546680056877,3765.5032,692147.1356374841,30951.771760855916373846,22602117.119941301794779473,2187.68448638,2021-04-18 07:10:39+00:00
1486,0.001376722850641649722239665830025283,2.899834897766184064294561714672013,12262984,2103.518374295953903228734667282724,32225625.67974257884432818491101464,115792089237316195423570985008687.9,198972.6368368552609370814580178973,764,1.0613375442047628,1.000006795679122,1.0000543667260689,3.014565633740299522313341137,31960915.20177105050805207,3765.5032,692147.1356374841,30742.07661100880980722,22727328.61413390021497986,2209.06985765,2021-04-18 08:19:37+00:00
1487,0.001376722850641649722239665830025283,2.899834897766184064294561714672013,12263206,2103.518374295953903228734667282724,32189167.98132487438745767591101464,115792089237316195423570985008687.9,198972.6368368552609370814580178973,761,1.0613375442047628,1.000006795679122,1.0000543667260689,3.014606327083013222639430388,31924331.300164791807296347,3739.8032000000003,683876.8630735277,30895.170480869535898809,22596699.981809813902899245,2198.17652785,2021-04-18 09:09:50+00:00
1488,0.001373989167738863292126358450052089,2.945571717690252514293408508806169,12263473,2103.518374295953903228734667282724,32179715.17597561975864224140112244,115792089237316195423570985008687.9,199049.9368298074119016383413556944,760,1.0746262751820018,1.000008216123951,1.0000657308817703,3.014628339817068059615419034,31914890.90231445753510711,3739.8032000000003,683876.8630735277,30941.984147588777012363,22493682.853779286105248939,2145.09,2021-04-18 10:09:44+00:00
1489,0.001403207638607551910198556421202282,2.977535640804400618389587943845366,12263721,2103.518374295953903228734667282724,32185498.92892424178524075117493471,115792089237316195423570985008687.9,199087.2058811774401855432160221533,759,1.0746262751820018,1.000008216123951,1.0000657308817703,3.014653094616007054646059274,31920582.136945403833874278,3739.8032000000003,683876.8630735277,30862.661674880851773453,22463698.51730869102778639,2119.7400000000002,2021-04-18 11:09:42+00:00
1490,0.001403207638607551910198556421202282,2.977535640804400618389587943845366,12264002,2103.518374295953903228734667282724,32185498.92892424178524075117493471,115792089237316195423570985008687.9,199087.2058811774401855432160221533,759,1.0746262751820018,1.000008216123951,1.0000657308817703,3.014678344995548905752422126,31920582.136945403833874278,3739.8032000000003,683876.8630735277,31143.743911950637055639,22259732.176974985504956324,2140.82003566,2021-04-18 12:10:52+00:00
1491,0.001403207638607551910198556421202282,2.977535640804400618389587943845366,12264219,3307.254511111388003630653718953832,31999373.33296293337087550917493471,115792089237316195423570985008687.9,199255.7289403316009596002969704822,757,1.0746262751820018,1.000008216123951,1.0000657308817703,3.014698806902387837272190334,31732438.652889124692337672,3739.8032000000003,683876.8630735277,31246.897101713665616437,22186479.496669866891490256,2082.98,2021-04-18 13:00:26+00:00
1492,0.001403207638607551910198556421202282,2.977535640804400618389587943845366,12264506,3307.254511111388003630653718953832,31962651.30038635395851953917493471,115792089237316195423570985008687.9,199255.7289403316009596002969704822,754,1.1626251714208787,1.0000172011213422,1.0001376172556218,3.014732508933718510058794504,31695589.239629952708243111,3739.8032000000003,683876.8630735277,31165.802170820311101485,22210399.454315356632018796,2103.26662365,2021-04-18 14:09:56+00:00
1493,0.001391961431910899062361881587958346,2.983801336937780412622901616482426,12264801,3307.254511111388003630653718953832,31983677.76395960731280094904474496,115792089237316195423570985008687.9,199400.1910164985893984018811676896,752,1.1626251714208787,1.0000172011213422,1.0001376172556218,3.014784610592497510597624029,31717083.235350338674105518,3739.8032000000003,683876.8630735277,31035.356143769574695489,22305078.923659827878956164,2121.94942422,2021-04-18 15:10:13+00:00
1494,0.001372462130826362008977334454293023,2.967908184048083053553216437375033,12265075,3307.254511111388003630653718953832,32295241.94977162636735291502459023,115792089237316195423570985008687.9,199414.9280600679946913023753243873,748,1.1626251714208787,1.0000172011213422,1.0001376172556218,3.014838989148010646237099992,32029720.164868160086982537,3739.8032000000003,683876.8630735277,30963.432008850604915639,22318940.577467488602212089,2132.06272378,2021-04-18 16:13:08+00:00
1495,0.001378100491172631020216582854895104,2.974368071102801257243652941548652,12265356,3307.254511111388003630653718953832,32269093.72253486098136846278979439,115792089237316195423570985008687.9,199473.7648427957009652607041292328,747,1.1626251714208787,1.0000172011213422,1.0001376172556218,3.014838989148010646237099992,32002349.968614371722752248,3739.8032000000003,683876.8630735277,30758.456210007323203728,22406444.925506254356037434,2156.05759668,2021-04-18 17:09:40+00:00
1496,0.001378100491172631020216582854895104,2.974368071102801257243652941548652,12265611,3307.254511111388003630653718953832,32077101.69928267226389188678979439,115792089237316195423570985008687.9,199473.7648427957009652607041292328,745,1.1938416503180219,1.0000202258192653,1.0001618180089312,3.014940101618867864591445444,31809689.345036622037396714,3739.8032000000003,683876.8630735277,30800.575990512544594638,22348745.221637938421606505,2162.4700000000003,2021-04-18 18:09:52+00:00
1497,0.001363285531707350291733338332124413,3.025815557156569403314737284242306,12265953,3307.254511111388003630653718953832,32073280.8438212764775583661179268,115792089237316195423570985008687.9,199558.4523629100855149416450578838,744,1.1938416503180219,1.0000202258192653,1.0001618180089312,3.015011041375270922396770644,31806373.277951438117322668,3739.8032000000003,683876.8630735277,30742.418590822851293939,22388328.970473846575765398,2146.8199999999997,2021-04-18 19:19:40+00:00
1498,0.001363285531707350291733338332124413,3.025815557156569403314737284242306,12266167,3307.254511111388003630653718953832,31819163.8163423279188753361179268,115792089237316195423570985008687.9,199558.4523629100855149416450578838,744,1.1938416503180219,1.0000202258192653,1.0001618180089312,3.015011041375270922396770644,31551369.956852027469807038,3739.8032000000003,683876.8630735277,30676.22030743957286374,22395027.445939218497153109,2186.2,2021-04-18 20:09:40+00:00
1499,0.00136122587426922913565751791979149,3.02619322228844530424669289790814,12266488,3307.254511111388003630653718953832,31822065.402782739547178887222324,115792089237316195423570985008687.9,199629.032831054660094884748035444,742,1.1938416503180219,1.0000202258192653,1.0001618180089312,3.015131141377092286163984368,31555018.424838539995609153,3739.8032000000003,683876.8630735277,30596.513456561025777671,22449417.896185278317267487,2195.79770674,2021-04-18 21:17:50+00:00
1500,0.00136122587426922913565751791979149,3.02619322228844530424669289790814,12266731,3307.254511111388003630653718953832,31822855.78817087251620204703180679,115792089237316195423570985008687.9,199644.1878102010861828106006208626,742,1.1938416503180219,1.0000202258192653,1.0001618180089312,3.015131141377092286163984368,31555772.424838539995609153,3739.8032000000003,683876.8630735277,30039.907338765379262743,22068275.299933034169088882,2224.54954799,2021-04-18 22:09:39+00:00
1501,0.001350935349868665095948849412033654,3.036180473231827039202853064081202,12267001,3307.254511111388003630653718953832,31827232.71299835796452955856377607,115792089237316195423570985008687.9,199669.4038089207261799195556109934,742,1.121712429660603,1.0000131115554419,1.0001048972572225,3.015194835279851989434939207,31560097.424838539995609153,3739.8032000000003,683876.8630735277,29916.506944558526583391,22133869.242378073745360373,2223.13818705,2021-04-18 23:11:00+00:00
1502,0.001351935075374970143176862827571823,3.053655834676347554385934538591996,12267258,3307.254511111388003630653718953832,31844264.3591030216753019052743466,115792089237316195423570985008687.9,199714.2866495121382634831714518227,743,1.121712429660603,1.0000131115554419,1.0001048972572225,3.015266743428319595883947222,31577097.424838539995609153,3739.8032000000003,683876.8630735277,29903.660042214201761112,22135612.519728461472993732,2247.46541241,2021-04-19 00:09:38+00:00
1503,0.001351935075374970143176862827571823,3.053655834676347554385934538591996,12267514,3307.254511111388003630653718953832,31843265.6925765486262739682743466,115792089237316195423570985008687.9,199714.2866495121382634831714518227,742,1.121712429660603,1.0000131115554419,1.0001048972572225,3.015306388085909745147121946,31576095.265408548423208357,3739.8032000000003,683876.8630735277,29917.061921338297797343,22122468.686829004848807788,2230.44,2021-04-19 01:09:48+00:00
1504,0.001337765000803043504837183135882604,2.994319248056471434888433533946704,12267801,3307.254511111388003630653718953832,31911195.63243836295895903101261382,115792089237316195423570985008687.9,199769.9987158791596586339659498531,743,1.121712429660603,1.0000131115554419,1.0001048972572225,3.015349262008636811267343427,31644095.265408548423208357,3739.8032000000003,683876.8630735277,29755.332959900815666546,22242570.961296687777895635,2258.72964634,2021-04-19 02:14:52+00:00
1505,0.001338720331577883862943002032881291,3.037137604725058122479328012703549,12268058,3307.254511111388003630653718953832,31912336.65471349600513435465527684,115792089237316195423570985008687.9,199823.2853415625579617573539069563,744,1.0515585374463779,1.0000057389873618,1.0000459128211128,3.015371989415483290232437286,31644895.265408548423208357,3739.8032000000003,683876.8630735277,29754.114818009112536695,22243484.318558114672631827,2250.35532416,2021-04-19 03:16:58+00:00
1506,0.001341485270553654924195457578109865,3.040351183254491466954465350966058,12268290,3307.254511111388003630653718953832,31924379.90298626735506637933220824,115792089237316195423570985008687.9,199864.48119553010229134542529463,745,1.0515585374463779,1.0000057389873618,1.0000459128211128,3.015387299691109600301568746,31656895.265408548423208357,3739.8032000000003,683876.8630735277,29764.940413085250907149,22233874.925917333645669562,2256.69539259,2021-04-19 04:10:03+00:00
1507,0.001335405978985099712141453548464559,3.010480819846597836865347649017818,12268555,3307.254511111388003630653718953832,32447305.67034363486373101540629687,115792089237316195423570985008687.9,199903.3202930346277821402715045354,745,1.0515585374463779,1.0000057389873618,1.0000459128211128,3.015387299691109600301568746,32181729.790428542797299729,3739.8032000000003,683876.8630735277,29457.306358652295669273,22058689.883236606729552191,2277.81689747,2021-04-19 05:09:45+00:00
