date,rho_star,beta,p,Q,v_1,v_2 + v_3,u_1,u_2 + u_3,u_2,w_2,u_3,w_3,w_2 + w_3,D_1,D_2,w_1,D,C_star,p_star,p_ema_10,p_hat_1,p_hat_2,p_hat_3,rho_star_pct_change,beta_pct_change,p_pct_change,Q_pct_change,v_1_pct_change,v_2 + v_3_pct_change,u_1_pct_change,u_2 + u_3_pct_change,u_2_pct_change,w_2_pct_change,u_3_pct_change,w_3_pct_change,w_2 + w_3_pct_change,D_1_pct_change,D_2_pct_change,w_1_pct_change,D_pct_change,C_star_pct_change,p_star_pct_change,p_ema_10_pct_change,p_hat_1_pct_change,p_hat_2_pct_change,p_hat_3_pct_change,rho_star_delta,beta_delta,p_delta,Q_delta,v_1_delta,v_2 + v_3_delta,u_1_delta,u_2 + u_3_delta,u_2_delta,w_2_delta,u_3_delta,w_3_delta,w_2 + w_3_delta,D_1_delta,D_2_delta,w_1_delta,D_delta,C_star_delta,p_star_delta,p_ema_10_delta,p_hat_1_delta,p_hat_2_delta,p_hat_3_delta
2018-04-12,449.114763888889,0.005,1.00446943828406,153433.8073648087,7610.714811937476,473.14674037739314,1932335.053000003,340363.51449678617,340363.51449678617,40.085234214510216,0.0,0.0,40.085234214510216,23330951.02933821,11612.421311850107,318.9627635300428,23342563.450650062,68909388.16721933,1,0.9957572138897111,5780.36993414026,-1.8765427739265097,0.9855003812494318,0.07305876761666341,0.0,0.013876236211973314,0.048788458992804484,1.3540175353345578,-0.19805783512767294,1.087953842798302,0.27802698472263154,0.27802698472263154,-0.6772831624200957,,,-0.6772831624200957,0.073231199246238,0.024606383904855367,0.07320157620030643,0.07320586207188495,0.1254116512973984,0.0,-8.79804377578175e-05,0.10206038237246373,0.08222228637366058,0.048586904407552645,30.577795138888973,0.0,0.01374749175048584,7137.5680715601775,4377.639995077276,-116.85433588815067,1006866.7723361626,74044.00906736456,74044.00906736456,-84.12655007017295,0.0,0.0,-84.12655007017295,1591971.5385032184,278.87752931553223,21.756003305801016,1592250.416032534,7679003.633898452,0.0,-8.761486397257379e-05,535.312561061889,-0.1425711143569406,0.04566375244255627
2018-04-13,502.93803472222197,0.005,0.9974322349776779,155879.35206749509,2819.0164559975383,373.4717533110961,1032643.3509999961,131874.28453523509,131874.28453523509,33.2114133571061,0.0,0.0,33.2114133571061,24231720.09580297,11910.485113333843,331.27521484084394,24243630.580916304,78397654.9825993,1,0.9963347036541267,6432.345710520224,-2.1611642525171826,1.0795085333415182,0.1198430226770475,0.0,-0.007005890909338008,0.015938760464125012,-0.6295989896276385,-0.21066400454707535,-0.4655981894046848,-0.6125487047863931,-0.6125487047863931,-0.17148012209732577,,,-0.17148012209732577,0.03860833042476752,0.025667670288501476,0.03860153196108551,0.03860189272576009,0.13769193237291888,0.0,0.000579950369789195,0.1127913583055018,0.1516733231692482,0.09539128942081332,53.82327083333297,0.0,-0.007037203306382134,2445.5447026863985,-4791.698355939938,-99.67498706629704,-899691.702000007,-208489.2299615511,-208489.2299615511,-6.873820857404112,0.0,0.0,-6.873820857404112,900769.0664647594,298.0638014837368,12.312451310801123,901067.1302662417,9488266.815379977,0.0,0.0005774897644156285,651.9757763799644,-0.2846214785906729,0.09400815209208635
2018-04-14,500.285625,0.005,0.99439008586373,156135.97594916518,333.6592272646085,77.03534559450054,191130.8900000006,17881.46592122689,17881.46592122612,7.585786317787726,7.676135282963514e-10,3.2564176930187323e-13,7.585786317788052,24404969.51988174,12236.545997237137,333.6466702210823,24417206.065878976,78112584.31271307,1,0.9973995630136611,6237.649674697048,-2.1270291303135487,1.067961774302013,-0.005273830052815454,0.0,-0.003049980747830916,0.001646298103413768,-0.8816398440829464,-0.7937318019059629,-0.8149110340807285,-0.8644052099751928,-0.8644052099751985,-0.7715909818043132,inf,inf,-0.7715909818043033,0.007149695663114519,0.02737595327148079,0.00715856566986961,0.007159632480924882,-0.0036362142458151725,0.0,0.0010687767430250794,-0.030268279191640324,-0.0157947838364787,-0.010696311036804351,-2.6524097222219893,0.0,-0.003042149113947845,256.6238816700934,-2485.35722873293,-296.43640771659557,-841512.4609999955,-113992.8186140082,-113992.81861400897,-25.625627039318378,7.676135282963514e-10,3.2564176930187323e-13,-25.62562703931805,173249.42407876998,326.06088390329387,2.3714553802383307,173575.484962672,-285070.6698862314,0.0,0.0010648593595343758,-194.69603582317632,0.034135122203633905,-0.011546759039505305
2018-04-15,517.907190972222,0.005,1.0002676631229201,156455.204719224,1033.423853858636,714.195083799852,414504.8225335181,58912.2373717908,58912.2373717908,11.15634414837718,0.0,0.0,11.15634414837718,24760562.10504347,12563.899805912797,338.51015282403677,24773126.004849385,81029275.58911724,1,0.9966033778054282,6307.275580006793,-2.1999037097603424,1.091937840844799,0.035223010799524834,0.0,0.005910735980523052,0.0020445561512534294,2.097243443050592,8.271005124832431,1.1686961355828815,2.294597748938287,2.294597748938428,0.4706905363544107,-1.0,-1.0,0.47069053635434743,0.014570499048238705,0.02675214139264237,0.014576745512646205,0.014576603810039446,0.03733958237417423,0.0,-0.0007982610357549769,0.01116220194157136,0.034261204234683484,0.02245030404618764,17.621565972222015,0.0,0.0058775772591901365,319.2287700588349,699.7646265940275,637.1597382053515,223373.93253351748,41030.77145056391,41030.77145056467,3.570557830589454,-7.676135282963514e-10,-3.2564176930187323e-13,3.570557830589128,355592.58516173065,327.3538086756598,4.863482602954491,355919.93897040933,2916691.276404172,0.0,-0.0007961852082328802,69.62590530974467,-0.07287457944679376,0.023976066542786167
2018-04-16,511.03792013888904,0.005,0.998267062596197,157852.17909147587,1402.3771101279126,5.402737875985622,307283.83724987507,42739.918900001794,42739.9188999925,21.137194615036254,9.291397873312235e-09,4.595097280214285e-12,21.137194615040848,25025106.02339334,12884.892121630814,342.1295103330569,25037990.915514972,80668449.29229926,1,0.9961438035806965,6122.143002364835,-2.1516456782568167,1.0755944858225002,-0.013263517002800929,0.0,-0.0020000651830301974,0.008928909554392073,0.35702026316855884,-0.9924352071324258,-0.25867246761639984,-0.2745154350483532,-0.27451543504851095,0.8946345087526639,inf,inf,0.8946345087530756,0.010684083714560977,0.025548780289297746,0.010692020545987946,0.010691622470807127,-0.004453036192100024,0.0,-0.00046114054494139634,-0.029352225900641238,-0.02193642898524084,-0.014967294300978318,-6.869270833332962,0.0,-0.0020006005267231286,1396.9743722518615,368.9532562692766,-708.7923459238664,-107220.98528364301,-16172.318471789004,-16172.318471798295,9.980850466659074,9.291397873312235e-09,4.595097280214285e-12,9.980850466663668,264543.91834986955,320.99231571801647,3.6193575090201193,264864.9106655866,-360826.29681798816,0.0,-0.00045957422473164034,-185.13257764195714,0.0482580315035257,-0.01634335502229889
2018-04-17,510.395701388889,0.005,0.992442452998509,158740.52511312507,900.4008090959687,12.05478744678112,198807.15799999982,7572.382541313767,7541.704541315923,0.8949212367620271,30.67799999784438,0.0036403433135111848,0.8985615800755382,25216340.798852026,13228.7406015371,344.7470414863614,25229569.539453562,81020481.65395401,1,0.9953104593501085,5989.62417413461,-2.14169119110762,1.0721095865432753,-0.0012566949040210273,0.0,-0.005834720803609361,0.005627708320291136,-0.3579467301674355,1.2312367772574873,-0.35301784897220245,-0.8228264644340856,-0.8235442477333,-0.9576613049621348,3301763675.051488,792223338.6855143,-0.9574890804366187,0.0076417168934237445,0.026686174525981654,0.007650702655717767,0.007651517431451538,0.004363941103902702,0.0,-0.0008365702096349015,-0.02164582372202617,-0.0046264527890397256,-0.0032399750325607934,-0.6422187500000405,0.0,-0.005824609597688046,888.3460216491949,-501.9763010319439,6.652049570795498,-108476.67924987525,-35167.53635868803,-35198.21435867658,-20.242273378274227,30.677999988552983,0.0036403433089160875,-20.23863303496531,191234.77545868605,343.84847990628623,2.617531153304526,191578.6239385903,352032.36165475845,0.0,-0.0008333442305880068,-132.51882823022515,0.009954487149196556,-0.0034848992792249067
2018-04-18,513.393326388889,0.005,0.991962922487794,161865.88097000573,3415.4660532872076,290.11019640656014,524244.1533342004,48873.42186401201,48873.42186401201,6.37888544358593,0.0,0.0,6.37888544358593,25691711.530322216,13573.609202581181,351.24748648766786,25705285.1395248,83100863.06005922,1,0.9966610990227462,5990.710701392872,-2.1645222312756367,1.079297261300807,0.005873139197377419,0.0,-0.00048318218277154656,0.019688456080470873,2.793272972196066,23.065973596575162,1.6369480787718964,5.454167046813345,5.480421182806543,6.127873584345581,-1.0,-1.0,6.098996423873014,0.018851693640333123,0.02606964725001948,0.01885569481112892,0.018855478264396153,0.02567722832099051,0.0,0.001357003395221712,0.00018140157490242892,0.010660285788544943,0.0067042351339348105,2.9976250000000277,0.0,-0.0004795305107149206,3125.355856880662,2515.065244191239,278.055408959779,325436.99533420056,41301.03932269824,41331.71732269609,5.483964206823903,-30.67799999784438,-0.0036403433135111848,5.480323863510392,475370.73147019,344.8686010440815,6.500445001306446,475715.6000712365,2080381.4061052054,0.0,0.0013506396726377101,1.0865272582614125,-0.022831040168016514,0.007187674757531681
2018-04-19,542.107454861111,0.005,0.9987697451822859,162417.5640136488,885.6866427662899,334.00359912325075,423195.26099999994,148862.00857204705,148862.00857204705,57.20865641882352,0.0,0.0,57.20865641882352,25966044.782750174,13871.401396734429,355.0008505720702,25979916.184146907,88047772.25218073,1,0.9953664721197311,6218.728204264715,-2.321591887357812,1.131473950056736,0.055930077381783905,0.0,0.0068619729025967136,0.0034082725793540547,-0.7406835175791419,0.15129906932046766,-0.1927515866252929,2.0458683450945703,2.0458683450945703,7.96844079185459,,,7.96844079185459,0.01067788933034608,0.021939057601320977,0.010685810514786676,0.010683835761068128,0.05952897491023945,0.0,-0.0012989640152351045,0.03806184511944943,0.07256550836606923,0.04834320499715128,28.714128472222,0.0,0.006806822694491843,551.6830436430755,-2529.7794105209177,43.893402716690616,-101048.89233420044,99988.58670803504,99988.58670803504,50.829770975237594,0.0,0.0,50.829770975237594,274333.25242795795,297.7921941532477,3.7533640844023353,274631.04462210834,4946909.192121506,0.0,-0.0012946269030151836,228.01750287184313,-0.15706965608217516,0.05217668875592896
2018-04-20,583.6307118055549,0.005,1.0028810164403101,163061.86579930663,1188.5567670563469,544.2549813984806,789722.9799999967,182451.07706985623,182451.0770698533,49.7985637811929,2.939486876130104e-09,8.02309457613673e-13,49.7985637811937,26573316.685680315,14184.905874700591,363.303041747355,26587501.591555014,95167912.8047912,1,0.9969907571513486,6583.238301052943,-2.5136160024615593,1.1950237395551988,0.076595989544328,0.0,0.004116335399480864,0.003966946491105405,0.34196081284921975,0.6294883732604477,0.86609599108908,0.2256389579853919,0.22563895798537215,-0.12952747191581415,inf,inf,-0.12952747191580016,0.023387154570940538,0.022600779041688446,0.023386397981599583,0.023386734703126466,0.08086678822738902,0.0,0.0016318462366513575,0.05861489436670553,0.08271226142260901,0.05616549059328868,41.523256944443915,0.0,0.0041112712580242405,644.3017856578226,302.870124290057,210.25138227522984,366527.7189999968,33589.068497809174,33589.068497806235,-7.410092637630626,2.939486876130104e-09,8.02309457613673e-13,-7.410092637629823,607271.9029301405,313.5044779661621,8.302191175284804,607585.4074081071,7120140.552610472,0.0,0.0016242850316174895,364.5100967882281,-0.1920241151037474,0.0635497894984629
2018-04-21,604.146309027778,0.005,1.00584100680681,163715.24618100017,748.119274310855,94.73889261729346,397216.5,53389.5,53389.5,4.20722293273724,0.0,0.0,4.20722293273724,26917143.68568032,14548.704232635022,368.00558086716836,26931692.389912955,98907961.71182528,1,0.9985994009741752,6675.691732074157,-2.6076679230130173,1.2261339332017798,0.03515167520700668,0.0,0.00295148708368842,0.004006947783227854,-0.3705649616015452,-0.8259292135942259,-0.49701792899580854,-0.7073763506501065,-0.7073763506501018,-0.9155151752724613,-1.0,-1.0,-0.9155151752724626,0.012938806399928282,0.025646864430963978,0.012943847365537886,0.012945586375339158,0.03929947391728228,0.0,0.0016134992338574516,0.014043761868141269,0.0374169803420068,0.026033117683637474,20.51559722222305,0.0,0.002959990366499854,653.3803816935397,-440.4374927454919,-449.51608878118714,-392506.4799999967,-129061.57706985623,-129061.57706985329,-45.59134084845566,-2.939486876130104e-09,-8.02309457613673e-13,-45.59134084845646,343827.0000000037,363.7983579344309,4.702539119813366,344190.7983579412,3740048.907034084,0.0,0.0016086438228266609,92.45343102121387,-0.09405192055145806,0.031110193646580964
2018-04-22,621.066236111112,0.005,1.00024242506773,163386.34734537118,386.59949911225704,715.4983347412999,467892.64900000393,145721.95586261267,145721.95586261267,44.301640777407684,0.0,0.0,44.301640777407684,27239314.37881771,14876.815474521607,372.412882663993,27254191.194292232,101473743.77773245,1,0.9976657814207354,6700.9264714501505,-2.659180566091501,1.243072388493596,0.028006340236626404,0.0,-0.005566070284660163,-0.0020089688853129894,-0.48323815147206184,6.5523189576599945,0.17792853267677433,1.7294122601375301,1.7294122601375301,9.529900955018995,,,9.529900955018995,0.011968977722877305,0.022552609266093926,0.01197618195473904,0.011974695080806175,0.02594110748518652,0.0,-0.0009349290141061894,0.00378009356764486,0.01975429563859632,0.01381452289439955,16.91992708333396,0.0,-0.005598581739080011,-328.89883562899195,-361.5197751985979,620.7594421240065,70676.14900000393,92332.45586261267,92332.45586261267,40.094417844670446,0.0,0.0,40.094417844670446,322170.6931373924,328.11124188658505,4.40730179682464,322498.80437927693,2565782.0659071654,0.0,-0.0009336195534398462,25.23473937599374,-0.05151264307848358,0.016938455291816146
2018-04-23,637.634986111111,0.005,1.00277258988335,161877.42752346312,815.3777868921461,2324.2976088001888,572978.909999989,654701.2170884311,654701.2170884311,283.52481180363196,0.0,0.0,283.52481180363196,27157592.07172926,14964.59132701443,371.30066429645495,27172556.663056277,103218711.25062577,1,0.9980012139129901,6778.228144051246,-2.734441891527004,1.268261782363828,0.026677911366984608,0.0,0.002529551588904777,-0.009235287075231913,1.1091020261652864,2.24850177274078,0.22459481084940958,3.49281107443882,3.49281107443882,5.3998715810142155,,,5.3998715810142155,-0.003000160207850211,0.005900177537534912,-0.0029865195843440384,-0.00299530192086761,0.017196246121711,0.0,0.0003362172969159083,0.011535967888984588,0.028302450158968817,0.020263818988657256,16.568749999999,0.0,0.002530164815619962,-1508.9198219080572,428.77828777988907,1608.7992740588888,105086.26099998504,508979.2612258184,508979.2612258184,239.2231710262243,0.0,0.0,239.2231710262243,-81722.3070884496,87.7758524928231,-1.1122183675380484,-81634.53123595566,1744967.4728933275,0.0,0.00033543249225476135,77.30167260109556,-0.07526132543550323,0.025189393870232113
2018-04-24,688.430111111111,0.005,1.00099998198578,161519.21770194045,873.5042168500077,1231.71403837268,692225.1110000014,338572.57855789363,338572.5785578936,94.2192281318506,5.820766091346741e-11,1.6198242946865274e-14,94.21922813185061,27511244.60417137,15246.506479688323,376.13438080574394,27526491.110651057,111194692.9891266,1,0.9988067930092591,7176.030520909982,-2.976343160877161,1.3487063099274605,0.07966175963743116,0.0,-0.0017677067716581618,-0.0022128460218504564,0.07128772808419681,-0.47007042742323535,0.20811621321282958,-0.4828594025476475,-0.4828594025476476,-0.6676861276003371,inf,inf,-0.667686127600337,0.013022234501057106,0.018838814005229354,0.01301833520402651,0.013025437833606102,0.07727263440767351,0.0,0.0008071925014103698,0.058688254275987894,0.08846458580806438,0.06342896134084985,50.7951250000001,0.0,-0.0017726078975699444,-358.2098215226724,58.126429957861546,-1092.5835704275087,119246.20100001246,-316128.6385305375,-316128.63853053754,-189.30558367178136,5.820766091346741e-11,1.6198242946865274e-14,-189.30558367178133,353652.5324421078,281.9151526738933,4.83371650928899,353934.4475947805,7975981.738500819,0.0,0.0008055790962689935,397.80237685873635,-0.24190126935015677,0.08044452756363252
