,marketPriceEth,marketPriceUsd,debtAvailableToSettle,erc20CoinTotalSupply,globalDebt,globalDebtCeiling,systemSurplus,totalActiveSafeCount,RedemptionRateAnnualizedRate,RedemptionRateHourlyRate,RedemptionRateEightHourlyRate,RedemptionPrice,RAIInUniswapV2(RAI/ETH),collateral,debt,ETH Price (OSM),block_number
41,-1.1810954848887143e-06,0.008981036260398145,0.0,142475.80846356973,142440.58596725017,0.0,-30.13163720598095,1.0,0.0,0.0,0.0,3.665404111652393e-05,149537.7176180333,0.0,0.0,-35.62337536999985,12331790
42,4.277471507116784e-06,-0.008811145052587399,0.0,-51555.0,-51632.7713261731,0.0,-47.119018460653024,0.0,0.0,0.0,0.0,3.115271277076559e-05,-62604.41499185562,0.0,0.0,27.009040639999967,12331523
43,2.1953988909922603e-06,-0.01846744756177232,0.0,-8259.97964470461,-8357.810855779797,0.0,-43.809420087432954,2.0,0.0,0.0,0.0,4.266708180411527e-05,22870.377401798964,0.0,0.0,-19.182341599999745,12331307
44,-3.4608714625098454e-06,0.02379852104559843,0.0,0.0,-520.1110417954624,0.0,-64.89748435173533,-1.0,-0.03215929005655893,-4.159647212453876e-06,-3.32738540976818e-05,4.2237422324120644e-05,989.4094209559262,0.0,0.0,-6.353613370000403,12331011
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.963105530508827e-05,0.0,0.0,0.0,3.503613370000039,12330754
46,1.2460494266730354e-05,0.03067835610190217,0.0,-97289.75165553018,-96960.62436236441,0.0,-28.990393773361575,1.0,0.0,0.0,0.0,9.84293566266281e-05,-98003.48881234601,0.0,0.0,-17.872723839999708,12330477
47,-1.4468689706558478e-07,-0.02617923375058817,0.0,-800.0,-1694.1818771474063,0.0,-48.01097433056566,-1.0,0.0,0.0,0.0,0.0,-800.0,0.0,0.0,-0.1024659800000336,12330190
48,2.132438254893055e-07,0.006011248334732322,0.0,-200000.0,-199274.35929540917,0.0,-11.824228192592273,0.0,0.01860382291590479,2.4247552072864664e-06,1.939598647537899e-05,8.909057508743601e-05,-212490.3355070725,0.0,0.0,14.23196194000002,12329923
49,0.0,0.0,0.0,-13000.0,-13001.574723757803,0.0,-25.625432379019912,0.0,0.0,0.0,0.0,0.0,-11367.644915718585,0.0,0.0,-9.366772120000405,12329653
50,4.0955184401670654e-07,-0.009118170644189405,0.0,-600.0,-860.0490610301495,0.0,-41.59782382790581,0.0,0.0,0.0,0.0,8.301921254272315e-05,29762.698452286422,0.0,0.0,-12.539999999999509,12329406
