__timestamp,Locked Amount,Accumulated Lock,Accumulated Free,DAI price in ETH,Daily Change in DAI Supply,Minted DAI,Burnt DAI,Total Supply,debt_payment,usd_fee_paid,mkr_burned
2018-01-02,27193.77576127992,32397.99649187411,5204.220730594183,0.0012814489523595045,201308.66785835102,8426599.582239946,2259332.910065778,6167266.672174169,4261.426855934733,0.011793560788431,1.0932746393935e-05
2018-01-03,28882.99873020397,34117.37957220622,5234.380842002256,0.001116937872833102,515791.645,8950464.248239946,2267405.9310657782,6683058.317174167,6836.3550000000005,0.28167553308723003,0.000276319319881
2018-01-04,32605.65981317132,38472.02343843346,5866.363625262136,0.0010315044872860227,1096564.9030101171,10087464.248239946,2307841.028055661,7779623.220184285,34785.09698988278,1.209783206692441,0.001066916765583
2018-01-05,32367.66652934246,38753.153379069925,6385.486849727467,0.0010280022264767227,-123351.00999999998,10190113.238239946,2533841.028055661,7656272.210184285,226000.00000000003,42.45429104916936,0.040212464969889006
2018-01-06,33356.85840454313,39752.77762625952,6395.919221716383,0.0009949675259591868,364094.0,10558332.238239946,2537966.028055661,8020366.210184285,4125.000000000001,0.14206722354704202,0.000131654427553
2018-01-07,33496.55455932873,39898.15388096724,6401.5993216384995,0.0009616772905306813,152725.86100000006,10723800.538239947,2550708.467055661,8173092.071184286,12214.439000000002,2.6221099299830852,0.002374892432816
2018-01-08,33752.66063092107,40176.446814087576,6423.786183166508,0.0008590615433977642,147319.99999999994,10875463.538239947,2555051.467055661,8320412.071184286,1043.0000000000002,0.00545540266919,4.648197829557001e-06
2018-01-09,33869.7174775094,40303.717710171164,6434.0002326617605,0.0008686486204104378,9896.0,10889263.538239947,2558955.467055661,8330308.071184286,3904.0,0.324806407949358,0.000254142910247
2018-01-10,33381.21194924225,40347.823761287385,6966.611812045136,0.0007683028913475003,7063.9506941818045,10937143.538239947,2599771.5163614787,8337372.021878468,31690.0493058182,8.491061957248743,0.006870744784571001
2018-01-11,33359.838496215976,40451.73579978685,7091.897303570875,0.0007445023968403117,40816.40465949,10977978.538239947,2599790.1117019886,8378188.426537957,18.595340510000003,0.0026656517255670004,2.3570649798019996e-06
2018-01-12,32199.276100963554,40556.63942116607,8357.363320202512,0.0008699574866009196,708326.0,11691272.538239947,2604758.1117019886,9086514.426537957,4958.0,0.6356578422266821,0.000589295415477
2018-01-13,32369.5931423516,40765.48004098746,8395.886898635854,0.0007828620797989317,131013.51167101409,11833943.718239944,2616415.7800309747,9217527.938208973,11657.668328985905,0.43370405084300806,0.00032930752568
2018-01-14,32399.079426776712,40800.640502231436,8401.56107545473,0.0007290714827917101,46223.61591180117,11900003.718239944,2636252.1641191733,9263751.554120772,19836.384088198836,0.6000344118549671,0.00045644449134300005
2018-01-15,32405.90112893933,40817.74455573903,8411.843426799702,0.0007299933419668269,8530.047999999999,11910758.766239947,2638477.1641191733,9272281.602120774,2215.0000000000005,0.251646983685689,0.000192937548642
2018-01-16,32017.75380517358,41581.67199841959,9563.918193246009,0.0007713395566288934,-368464.0692340769,12104058.45547098,3200240.9225842836,8903817.532886697,430365.2954988268,132.68149959927152,0.135769785909721
2018-01-17,36322.552441375716,46357.74543666712,10035.192995291403,0.0009447465573365981,79523.50445136121,12699975.074470982,3716634.0371329226,8983341.03733806,486362.49554863886,143.7611836551813,0.14566386014090402
2018-01-18,36314.879481179334,47397.114097976526,11082.234616797192,0.0009783968449593296,465500.00000000006,13576125.074470982,4127284.0371329226,9448841.03733806,410650.0,133.8016416911714,0.11554211564806902
2018-01-19,36214.84921494458,47453.91508227674,11239.065867332163,0.0009662832439109119,-10288.922899999994,13603254.140470982,4164702.0260329233,9438552.11443806,10915.0,0.41743414556344904,0.000269098951161
2018-01-20,36361.45863287852,47618.9571803833,11257.498547504772,0.0009645269945144838,159960.60000000006,13773339.74047098,4174827.0260329233,9598512.714438057,10125.0,0.137865451523735,8.1619420990185e-05
2018-01-21,36709.57274421159,47997.0951541026,11287.522409891008,0.0008645136995195428,399185.02699047077,14187901.24047098,4190203.499042452,9997697.741428528,15376.473009529307,0.334842893700162,0.00021118810391400003
2018-01-22,37041.53466378317,49362.00026195378,12320.465598170606,0.000955744202442882,-318452.3788591051,14509106.24047098,4829860.877901558,9679245.362569423,635091.3788591052,223.6732020524002,0.14888965733406
2018-01-23,37481.423267745085,49817.572962243445,12336.149694498357,0.0010005482128261868,117047.45005135855,14655996.76348051,4859703.950859728,9796292.81262078,23843.0729581708,1.574732219111766,0.001111716134474
2018-01-24,37647.14604629178,50093.870558718096,12446.72451242632,0.0010120185068579408,57310.734856643896,14804875.29748051,4951271.750003085,9853603.547477426,59246.07381710607,0.273359648499026,0.000183728713606
2018-01-25,37076.405219169035,50156.259530309784,13079.85431114074,0.000978494115869208,-494946.00030247576,14845795.29748051,5487137.75030556,9358657.54717495,527666.2003024757,218.2302731253987,0.14835780760230902
2018-01-26,37136.512185121566,50242.46683269063,13105.954647569073,0.0009664403473386173,40927.78681982682,14933873.153209418,5534287.819214641,9399585.333994776,47150.06890908028,0.47714398540283703,0.00033909252723700003
2018-01-27,37138.16325338474,50291.5722196786,13153.40896629386,0.0009726300027483722,9776.030909080288,14968533.154209418,5559171.789305561,9409361.364903856,24683.97009091972,0.500524814382044,0.00034511522408700005
2018-01-28,37142.39591845074,50390.303219035086,13247.907300584355,0.000953354349770114,35637.89,15046781.04420942,5601781.789305561,9444999.254903857,42610.0,12.012192219529704,0.008052661394400001
2018-01-29,37894.61630503531,51181.894207836725,13287.277902801408,0.000839728413094598,527695.4802770772,15603952.139946982,5631257.404766046,9972694.735180937,9085.115460485295,0.483630837576887,0.00034032535600800004
2018-01-30,38353.49255719164,51745.9647107406,13392.472153548964,0.0008545197740112996,153836.97006932978,15865329.384946985,5738797.679696716,10126531.705250267,102842.82669537624,16.623621635771837,0.012178207561032
2018-01-31,38300.768395815525,52373.62553009061,14072.857134275087,0.000940156656988414,233101.698,16118742.351946985,5759108.948696718,10359633.403250266,19804.797,0.22334785829609402,0.00016809881098000002
2018-02-01,38824.007651413136,52900.20756388086,14076.199912467722,0.0009035240675662383,146060.0,16267702.351946985,5762008.948696718,10505693.403250266,2900.0,0.25920890734081903,0.00019283859417100003
2018-02-02,40855.46807739674,55184.51840108466,14329.050323687927,0.0009757617260968953,-108533.48279282724,16682766.701946985,6285606.781489544,10397159.92045744,362280.83279282704,135.13882343689707,0.124192103882878
2018-02-03,41573.95641107313,55989.458180164744,14415.50176909162,0.0010979105357698587,363564.70719473175,17120516.481946982,6359791.854294812,10760724.62765217,55908.99843495535,2.300316876085008,0.002009633842358
2018-02-04,43309.04324531015,57762.55016603827,14453.506920728127,0.0010417636996781184,319108.1682,17511390.831946984,6431558.036094813,11079832.795852173,71561.75257586999,20.074042289728062,0.018637351085684
2018-02-05,49596.442399872314,65109.502363353065,15513.059963480744,0.0012095384829192435,-293231.6737966997,18191276.165276986,7404675.043221513,10786601.122055473,830218.9620027143,427.85255600429605,0.45764396216059505
2018-02-06,52614.30566875331,69696.59808618424,17082.292417430926,0.0014290559079362304,-241902.43380867608,18794431.77465195,8249733.0864051515,10544698.688246798,794008.462307503,286.2326848947909,0.406154494502566
2018-02-07,53206.32593241876,70428.91971870247,17222.593786283724,0.0012814043741063794,617095.207064754,19575171.369651947,8413377.474340396,11161793.895311553,159806.75581904603,12.452959530669682,0.012485323978453
2018-02-08,53404.04657450783,70641.70308627804,17237.656511770212,0.0013209645632888988,94344.3705782561,19675775.766651947,8419637.50076214,11256138.265889807,6260.026421743911,1.053166496698981,0.001049753687454
2018-02-09,60940.65265389588,78559.72683769681,17619.074183800934,0.0012376758819623705,2613537.733699783,22351190.36665195,8481514.367062358,13869675.99958959,59887.44530021757,3.767024298318009,0.003662157068139
2018-02-10,61684.94988454457,79932.27268712941,18247.32280258484,0.0011370062170127794,204329.4914771955,22739685.36665195,8665679.875585163,14074005.491066786,184165.50852280454,13.338596456643376,0.012538564636038
2018-02-11,62638.878228866386,80952.14506147194,18313.26683260554,0.0011710628010901715,258362.72896884425,23038509.34165195,8706141.121616319,14332368.220035633,40450.246031155766,1.642193601319001,0.0016453511706810001
2018-02-12,63276.37177646544,81597.84826941679,18321.476492951355,0.0012237264625733436,193001.8948314547,23238633.00649517,8713262.891628085,14525370.114867086,4521.770011765591,0.11576381857386502,0.000109254088867
2018-02-13,64378.8357427705,82713.60711295927,18334.771370188777,0.00115212609084536,199282.31252538503,23525434.91139517,8800782.4840027,14724652.42739247,87519.59237461504,10.636180808879779,0.010274166034031001
2018-02-14,65596.9345301362,84291.06631502202,18694.13178488581,0.0011913877183061267,465503.1477340201,24071383.46139517,8881227.88626868,15190155.57512649,80445.40226598,7.803501608335763,0.007278545316132001
2018-02-15,71926.3775545659,90732.8040926469,18806.426538081,0.0010896410740600783,2198056.8740835004,26298722.73539517,8910510.28618518,17388212.449209988,20782.3999165,3.466680443153162,0.003082138902529
2018-02-16,72053.28052108035,90962.23643602131,18908.955914940943,0.0010707211283960314,32554.283748608897,26478163.01139517,9057396.278436573,17420766.7329586,146263.35425139114,22.246295636518674,0.019917435206946003
2018-02-17,71373.61406901531,91188.82695012937,19815.21288111407,0.0010623907817116957,38715.2446320016,26559264.55939517,9099782.58180457,17459481.977590602,42383.22936799841,3.037311276088315,0.00258103217094
2018-02-18,71576.57867160736,91737.10253642233,20160.52386481497,0.0010211114704116043,207822.0214208363,26788472.12605517,9121168.127043733,17667303.999011442,5167.476946897676,0.499492333286196,0.00045681049645
2018-02-19,71396.3603435442,91952.21177498516,20555.851431440937,0.0010877445149531182,17835.455599925626,26849734.81505517,9164595.360443808,17685139.454611365,43414.58440007437,2.101369738504728,0.0019488140383060002
2018-02-20,71501.12093358541,92127.891762214,20626.77082862861,0.0010619739051665226,64448.11579810111,26948086.33805517,9198498.767645707,17749587.57040946,13056.019301898901,2.038200723202469,0.0018492609155330002
2018-02-21,71813.88764304572,92944.20757743945,21130.31993439373,0.0011188881480414263,230178.52281106586,27181711.50805517,9201945.41483464,17979766.093220532,2315.4741889341412,0.454523746382377,0.000441974074458
2018-02-22,71745.89944339161,93402.31544576016,21656.416002368547,0.0011758142336620895,-348435.94277038344,27278514.13972184,9647183.989271693,17631330.150450148,444707.97143705015,214.76306964475117,0.21367143674664502
2018-02-23,72910.34047950456,94585.63077961074,21675.290300106168,0.0012319691946189005,800695.3366681816,28086995.18072184,9654969.69360351,18432025.487118334,3785.704331818362,0.9328535171147211,0.0009749887834520001
2018-02-24,73096.95133221678,94774.54490083156,21677.593568614786,0.001164664211185285,50448.9893157,28137892.56872184,9655418.09228781,18482474.47643403,236.7356843,0.013479800550600001,1.377726712571e-05
