date,DAI Supply,Max DAI Supply,ETH Freed from CDPs that are still open,ETH Freed from completely closed CDPs,Locks volume ETH,"Stability Fee Paid, ETH",closed CDPs,1 - 7 days WIPES,30 - 365 days WIPES,7 - 30 days WIPES,less than 1 day WIPES,more than 365 days WIPES,"Locked in CDPs, ETH"
2018-06-08,42288046.2511072,50000000,1.5,131.963607594104,578.114435390773,0.084215148670518,4,0.011731813661754,171.1005859375,1.79270052909851,0,0.541435301303864,214268.689093756
2018-06-09,42310454.8686023,50000000,0,3.83359585053852,158.249107544095,0.102302480058921,4,0,141.904846191406,0,0,0,214149.180835905
2018-06-10,42119661.2763159,50000000,0.009870978292708,1078.749,1432.7047656327,0.465111726773764,1,3.36773300170898,694.728149414063,18.4619464874268,0.004840573761612,0,214456.059085574
2018-06-11,42283451.1362949,50000000,0,172.25,1705.36302473846,0.05859978210263,2,0,88.8862762451172,49.3976631164551,1.52278625965118,0,215824.447630517
2018-06-12,42380304.1158474,50000000,0,377.350696568823,4236.50121249884,0.225809958079377,8,0,444.642608642578,106.651512145996,0.453322052955627,0.972947120666504,219614.552815734
2018-06-13,41993749.919967,50000000,400.986929680555,1562.50054171641,6015.55913141538,0.885605985948381,5,1.86506187915802,1197.04211425781,63.9616737365723,0.114279866218567,0,222975.971428727
2018-06-14,42348374.7330123,50000000,0.541665258448634,148.144718483102,1069.21826527209,0.006734649824525,5,0,7.22218370437622,13.0752487182617,3.13529801368713,0,223893.811665331
2018-06-15,42552662.1930123,50000000,0,0.5,552.687445342234,0.000107680817791,1,0,0.099038332700729,0.792306661605835,0.306404769420624,0,224445.942927788
2018-06-16,42590029.5194446,50000000,0,508.5,681.421938304764,0.002355336066787,1,0.276142328977585,208.726669311523,0,0,0,224612.111884226
2018-06-17,42548735.3653608,50000000,0,255.818,102.031479319344,0.044085071001386,0,0.011932581663132,41.339958190918,70.5159683227539,0,0,224454.978349005
2018-06-18,42595521.9039213,50000000,54.3403855487312,149.567286584037,644.139497373879,0.017271683315144,2,0,22.7175483703613,26.1798362731934,39.0511245727539,0,224892.542332483
2018-06-19,42834528.8252432,50000000,83.6,214.569628749171,949.478299237109,0.102275443943076,2,6.49373340606689,89.265754699707,5.56160831451416,0,0,225539.893596907
2018-06-20,42962190.04611,50000000,0,9.76085024680521,1646.78102102584,0.433919273101859,4,0,314.419067382812,0,0.199424386024475,0,227169.727202229
2018-06-21,43114069.9948331,50000000,0,162.737463090944,917.44077324357,0.002842380107812,3,0,0.563063204288483,11.2417306900024,46.8405456542969,0,227886.334964425
2018-06-22,43176217.5463635,50000000,0,238.034682599212,1821.28980636522,0.127170873540707,2,0,159.386444091797,27.18869972229,2.4958004951477,0,229401.989428274
2018-06-23,43006649.382281,50000000,857.942778680777,106.15,648.385317912967,0.344573727831858,4,9.66552352905273,503.554382324219,1.01120734214783,0.473107576370239,0.494516640901566,229067.111523291
2018-06-24,43797177.4319025,50000000,120.3,224.816057604258,17596.4405529831,1.20125658088538,5,4.34418153762817,854.062255859375,6.86829853057861,0.668335676193237,0,245945.344157579
2018-06-25,43822645.5442432,50000000,1.41876194424889,102.725,428.376576310297,0.041317652198312,2,0,79.8704147338867,0.488180369138718,0.065090715885162,0,246265.699722461
2018-06-26,43751223.4717177,50000000,0.013009902670264,691.398511533739,1837.93625922084,0.066023168623549,3,0,368.710632324219,10.6701736450195,0.002239760244265,0,247402.870964001
2018-06-27,43815030.4768276,50000000,0,221.765335052475,3670.66108020513,0.142521011872344,4,0,203.136016845703,37.4966468811035,0.048953510820866,0.977491140365601,250835.00026723
2018-06-28,45334620.979454,50000000,76.0020576131687,730.66491814876,11590.5806879689,0.282371901785947,4,0,449.765777587891,2.50212693214416,2.04272103309631,0,261542.614412341
2018-06-29,49999924.8908828,50000000,0,740.046757809045,60067.3590770204,0.810608024897085,5,2.41367268562317,863.972106933594,0,1913.80053710938,0,320737.330819904
2018-06-30,50168553.259981,100000000,0,44.1675164771154,1141.03240830631,0.014203844475048,2,0,12.1882009506226,1.33211994171143,3.4867582321167,0,321814.542806425
2018-07-01,50354374.375981,100000000,2,139.44,394.711931825433,0.010144717386299,3,1.09192395210266,20.3097858428955,1.09192395210266,0,0,321964.792468091
2018-07-02,50858406.6077944,100000000,0,204.405233062396,1852.27232533319,0.015559767789726,0,0,19.4897060394287,8.28246879577637,0,0,323609.951533526
2018-07-03,51035226.5196739,100000000,0,10,1594.24280769257,0.167792604046195,4,0,204.367813110352,0,0,0,325176.933848962
2018-07-04,51415548.961072,100000000,0.5,12.1,258.52256506172,0.007006313173841,2,0.948374390602112,5.49894762039185,0,0.179832860827446,0,325421.175868275
2018-07-05,51541182.4258675,100000000,0,12.5005332466755,1063.13949920945,0.001437707773375,0,0,1.11800754070282,0,0,0,326471.649202256
2018-07-06,51517379.6173554,100000000,0,1048.49396497707,217.564455880565,0.01883765176773,0,0,23.1412944793701,126.319313049316,0,0,325626.827155123
2018-07-07,51707791.2040832,100000000,0,3.54944585269584,950.241895637353,0.000935093628709,0,0,1.44727289676666,0.630917727947235,0,0,326573.472574774
2018-07-08,52103416.2640832,100000000,0,19.537,1906.44173473029,0.005625498853944,4,0,6.45301485061646,1.98430716991425,0,0,328264.039233368
2018-07-09,52335984.1887784,100000000,0,102.462971304288,568.271534622329,0.066484874796687,1,0,57.2058563232422,1.39914774894714,0.331649839878082,0,328728.490163
2018-07-10,52691083.7806814,100000000,0,94.7361816620435,2940.51264020303,0.017085548673861,1,1.10522508621216,74.4138336181641,0.492930412292481,0.022104503586888,0,331385.114339515
2018-07-11,52878037.0831631,100000000,147.336,16.72,2554.36332791225,0.041605500225222,4,102.515426635742,69.9479751586914,11.2556343078613,2.2288384437561,0,333467.364881444
2018-07-12,52958823.4925978,100000000,0,16.085880959718,816.754388909176,0.046049282915486,1,0,37.1223945617676,42.0728073120117,6.21187591552734,0,333954.228521765
2018-07-13,53053608.338992,100000000,0,12.5293774,597.552545695735,0.003721403372582,1,0,5.37630319595337,4.95916414260864,0,0,334536.551773337
2018-07-14,53215656.9079155,100000000,0,7.3,1783.1501153406,0.015708267550453,0,0,9.98427772521973,6.03153514862061,0,0,336312.304786047
2018-07-15,53298907.9079155,100000000,0,49,498.751421970706,0.000589896304978,0,17.7202587127686,0,0,0,0,336761.404423242
2018-07-16,53456159.5384582,100000000,65.2359400707265,191.460736619696,1269.99563877201,0.086965892705509,1,15.8422088623047,81.1737289428711,24.5871105194092,0.209391757845879,0,337771.2888754
2018-07-17,53587844.365993,100000000,0,14.65,631.70824986784,0.062750905369393,5,0,106.425201416016,0,17.8213500976563,0,338327.700048158
2018-07-18,53913472.2974007,100000000,10.8901416905529,369.332898141289,1728.44585071476,0.008520745826361,1,0,7.413733959198,3.1098575592041,4.16076850891113,19.8131828308105,339659.736043624
2018-07-19,54185450.3372774,100000000,0,28.4000846133592,1890.00627786929,0.01771522349889,3,105.354675292969,9.57770919799805,0,0.029056819155812,0,341520.717472072
2018-07-20,54267319.3470245,100000000,0,107.069899537922,1815.50710506612,0.13659555491209,0,4.58360481262207,80.7642822265625,243.099365234375,0,0,342987.092478624
2018-07-21,54386715.600938,100000000,0,73.944,390.838562244478,0.053285495570973,5,0,51.8913154602051,53.8190994262695,0,0,343299.617677079
2018-07-22,54455770.4017418,100000000,3.31148993588498,37.0486633578517,317.231291992038,0.005201834423055,1,0,4.7049560546875,21.320369720459,0.039464004337788,0,343575.949343369
2018-07-23,54609081.6433169,100000000,12.5,37.8963534314067,611.488129463391,0.006719723496604,1,0,6.94511890411377,13.5371837615967,0.882156729698181,0,344127.467278628
2018-07-24,54817794.524235,100000000,0.36,197.586207727082,253.198393237229,0.094187747024768,3,0,127.459312438965,26.6719932556152,0,0,344175.91391819
2018-07-25,54882853.8642642,100000000,0,31.446,282.266084186585,0.075558207980684,1,0,83.2696151733398,7.2544641494751,0.024269605055451,0,344426.213698513
2018-07-26,54920183.7123016,100000000,0,55.431,252.706728349907,0.066307970901205,3,0.054448436945677,87.9558258056641,51.4143409729004,9.46774578094482,0,344622.555970945
2018-07-27,54992074.8570008,100000000,0,18.3,771.18685167158,0.055295892293168,5,0,89.0552825927734,2.03025722503662,0,0.085589982569218,345375.198216382
2018-07-28,55034364.5078813,100000000,0,85.7637927011318,321.739939230852,0.030243074462067,2,0,21.6883392333984,21.7320423126221,0.745752573013306,0,345609.028183163
2018-07-29,55085163.8683183,100000000,0,992.098735735529,241.684253974823,0.002956002721648,0,0,4.85853052139282,0,0.250757902860641,0,344845.352852541
2018-07-30,55160398.3190249,100000000,58.428,69.25,885.120432557992,0.018205171039835,4,0,19.6382827758789,108.557556152344,0,0,345538.723602617
2018-07-31,55294985.1977768,100000000,0,67.223952230867,2144.45277932008,0.125674780845788,0,1.05555081367493,321.792022705078,124.334861755371,0,0,347615.053883381
2018-08-01,55234831.1059206,100000000,0.986916420606292,453.32124636586,2805.07623561165,0.537662406942833,5,0.071725301444531,416.137115478516,39.1575889587402,0,0,349333.470889251
2018-08-02,55352436.7883031,100000000,3,70.972,1118.63202639766,0.029430087504875,1,1.80085647106171,19.0906391143799,63.5930252075195,0.012005710043013,1.33349084854126,350375.103723798
2018-08-03,55564547.0822411,100000000,2.45,183.544356721269,2496.87336958942,0.130112810090789,5,0.262620627880096,211.503494262695,0.623162686824799,0.00080016994616,0,352676.278295019
2018-08-04,55614656.0087154,100000000,2.03,185.472713858,824.210663993577,0.017587804676236,1,0,6.33174610137939,61.3198280334473,0,1.59434580802917,353302.290717758
2018-08-05,55627000.7143982,100000000,0,6.26809966987446,721.371072177249,0.267032594195612,1,0,132.89567565918,24.4111366271973,0,0,354039.707812641
2018-08-06,55769703.4320304,100000000,0,54.935,1914.54185065138,0.053119028255664,3,0,36.9660491943359,59.7580146789551,0.489597082138061,0,355358.408776068
2018-08-07,55155128.1941085,100000000,0,1206.32969409344,2651.18036664329,1.0340543302458,3,0,712.221801757813,18.6503143310547,0,0,355026.880246144
2018-08-08,54994155.266289,100000000,0,1304.04785070199,42289.2553111288,2.88397608517911,6,0,2765.25903320312,67.2533187866211,0.161620244383812,0,388874.580019433
2018-08-09,55626523.8586218,100000000,0.010701146090299,53.5447143508313,9852.66993719011,0.345042730490124,2,0,213.141052246094,3.59719824790955,0.110198996961117,0,398671.263388513
2018-08-10,53846351.8071697,100000000,0,1535.78959827536,19446.8454695835,1.83843865916668,7,0,1638.68286132813,1.19916534423828,0.014638247899711,82.1685943603516,406204.543715853
2018-08-11,52591221.028416,100000000,12.2958187546423,1356.95302263317,26335.7614111932,3.50689510280162,7,216.960067749023,2492.861328125,39.1762390136719,3.52592015266418,6.381178855896,426709.310674046
2018-08-12,53083630.5293694,100000000,0,33.9145233391155,7035.91744414658,0.119063986522856,4,150.936950683594,92.1216201782227,3.58821058273315,1.67805302143097,0,433701.328060508
2018-08-13,50362070.4206092,100000000,328.956900473321,3135.19831378148,39670.7429918037,8.12097283787367,25,201.197555541992,6608.9169921875,45.1551742553711,2.00982856750488,0,460231.484376594
2018-08-14,46042255.3948778,100000000,319.46654564867,8318.843238941,33248.4011201915,13.8088626415436,38,492.530883789063,10587.078125,195.600997924805,50.3409614562988,0,463910.040250844
2018-08-15,46501605.630941,100000000,0,4476.70620332398,8219.60815965743,1.38453871165023,8,0,1237.6484375,9.12235069274902,193.302368164063,184.085952758789,467299.182345304
2018-08-16,46545850.4738377,100000000,0,402.830692239809,735.415378583543,0.402243462776833,4,59.3190727233887,304.276824951172,0,2.09079647064209,0,467565.082663078
2018-08-17,46848663.2689542,100000000,0,1735.66511850671,2417.33001212233,0.932790321326068,2,18.2698669433594,521.273803710938,0,0,0,468174.399124893
2018-08-18,46950305.2217275,100000000,120,578.936442973986,2088.2627484581,0.649725979432074,8,29.742504119873,669.692504882813,11.5542631149292,0.500068545341492,83.9183502197266,469000.010323542
2018-08-19,47122653.1379929,100000000,0,110.021138209332,1571.23318659056,0.113508289866928,2,0,170.140060424805,0,0.50554084777832,0,470433.910981865
2018-08-20,47271547.5184798,100000000,128.448,1374.13530837117,3629.75272511274,0.63559533946157,3,107.21607208252,859.297119140625,0,0,17.868860244751,472411.280786795
2018-08-21,47031427.6772935,100000000,2288.5,770.386223868322,6748.73536539049,1.24137799232328,5,0,1736.20458984375,109.358856201172,80.877326965332,0.000365542044165,475919.633342448
2018-08-22,47467882.5898635,100000000,122.238,524.380286058979,6188.66473052026,0.372129527317493,2,102.536445617676,487.556518554688,0,0.003640017705038,0,481264.013846027
2018-08-23,47767260.9166575,100000000,0.1,73.0881534853786,4887.1027066281,0.057501392750544,5,0.006581121589988,117.869087219238,2.56195020675659,18.6179809570313,0,485964.436823032
2018-08-24,48114341.6102578,100000000,0,11.7195839657301,4731.86451464811,0.043115284885607,3,8.57002830505371,47.6937294006348,0.000361941638403,19.2035312652588,0,490683.390256497
2018-08-25,48179912.3587393,100000000,0.17,165.208225193248,341.556745177976,0.0631184812123,4,6.05332899093628,71.481575012207,28.2771224975586,0.092346638441086,0,490748.415608516
2018-08-26,48236507.6475086,100000000,0.21,38.7685432218648,463.36119563065,0.076282898070955,5,0,56.289623260498,1.09283328056335,0.400705516338348,0,491170.8398452
2018-08-27,48409888.2409683,100000000,0,55.4135869708794,1993.69033427808,0.025383537419495,1,0,36.1873016357422,2.89390516281128,0,0,493071.201405262
2018-08-28,48627457.0306455,100000000,0,115.129049231169,955.912013827953,0.28859157370505,5,0,179.528518676758,17.0815753936768,0.395182013511658,0,493593.628524509
2018-08-29,48662305.9796907,100000000,0,60.844,309.47608375941,0.136680943546804,1,25.5790061950684,98.0309066772461,0.001023160293698,0.170526713132858,0,493794.503010549
2018-08-30,48666332.3158308,100000000,0.001,523.192304847292,746.070509954661,0.166838302003035,2,0,287.353210449219,0.743343234062195,0.017599692568183,77.0658645629883,494006.168943715
2018-08-31,48642081.8505379,100000000,0,235.857089583171,121.52584843108,0.126820308089088,1,0.178182631731033,146.663619995117,3.03017377853394,0,0,493886.846167112
2018-09-01,48905609.6919937,100000000,0,152.143975856536,1081.09069825566,0.062371469479312,4,0,4.76407432556152,393.568817138672,33.9004898071289,0,494702.81938639
2018-09-02,48995076.1658226,100000000,0,95.412,800.663498801527,0.028437836968865,5,0.033840589225292,31.7351531982422,81.7068176269531,0,0,495359.850451479
2018-09-03,49052158.2816234,100000000,183.743,30.1,594.194380988424,0.082252861583237,3,29.1483135223389,37.3277626037598,151.279174804688,1.13621127605438,0,495639.33507769
2018-09-04,49358949.1691271,100000000,0,28.9050006056244,2591.58521233181,0.079942415261887,0,0,7.60088682174683,123.132553100586,104.426315307617,0,498201.409706695
2018-09-05,45854277.954058,100000000,681.745116338705,1871.06519600895,17695.7339383299,2.65686371108917,7,3.8685200214386,1697.16271972656,76.8911972045899,173.698089599609,0,496077.861192324
2018-09-06,40935468.2987112,100000000,125.76915698937,2929.78716965139,20253.5549947227,4.41129394267127,25,11.3991403579712,2714.60424804687,119.208122253418,12.1820964813232,0,487694.073958832
2018-09-07,42861379.2879085,100000000,70,1540.94791281128,47453.0303888916,2.2050497283155,6,0,1107.77722167969,105.27172088623,57.1280250549316,50.2492637634277,533411.595388351
2018-09-08,43085168.4166051,100000000,338.938455839498,7115.89508740274,58650.3926754345,14.8952467281567,16,9.36270713806152,6777.208984375,30.1067543029785,28.4547328948975,1.30214321613312,580476.152701696
2018-09-09,42765644.8285167,100000000,125,3684.21552117708,44057.9508230244,7.93932490657399,5,0.509467959403992,3894.53881835938,507.482452392578,0.280207365751266,0.076420187950134,618992.561480721
2018-09-10,45811315.0875649,100000000,3.5,452.751381576898,40371.7950239461,0.428146113896876,9,0,2417.44116210937,251.175689697266,0,0,658634.277934089
2018-09-11,46468854.9456822,100000000,14.8339570797469,2911.33632457206,42618.1337340208,6.0028887112721,10,37.9434089660645,3689.431640625,23.5750675201416,0.204422980546951,0,698198.703432204
2018-09-12,47285624.6753192,100000000,9543.68430394082,17031.0228884705,57025.3877097871,18.55479170344,13,1084.33776855469,8062.3369140625,1913.19970703125,41.3169136047363,0,724593.951160134
2018-09-13,49105396.202041,100000000,0,2103.48090695374,5069.48987654489,1.13418106593533,13,42.0834922790527,483.808532714844,31.5634231567383,493.244567871094,87.4581604003906,727229.96584034
2018-09-14,49807255.2720536,100000000,0,1144.85285531739,9866.09270458842,0.668714299902934,7,43.5581283569336,323.075561523437,0.494629383087158,0.843804001808167,0,732900.464775806
2018-09-15,50416386.5866357,100000000,5,59.3934877533035,4473.60123664958,0.017012850154106,1,4.73928785324097,7.27812623977661,10.3812971115112,0.018054429441691,0,737296.865830087
2018-09-16,52262359.3574796,100000000,0,116.068644898215,2366.68954536526,0,6,24.0841369628906,79.5650329589844,0.024992972612381,0.215621188282967,0,739527.849316348
2018-09-17,52117945.2142358,100000000,0,92.58,34879.0454718949,1.71960428529642,10,62.3740997314453,54.8721237182617,3770.96142578125,0.474198400974274,0,760036.612405146
2018-09-18,52685541.524779,100000000,0,241.439951995651,1420.00116314926,0.337875568551923,15,0,182.300659179688,0,0.127022594213486,42.1792602539063,761207.77158843
2018-09-19,52674795.492164,100000000,153.968874274383,179.657741271701,1220.66924100869,0.103470342180413,2,96.9470977783203,63.6325645446777,0,0.359731435775757,0,762064.983923799
2018-09-20,52765936.0927867,100000000,0,78.4827342793337,697.241749975556,0.1435914959919,13,0,75.7977066040039,0,0.004232173785567,0,762640.423002403
2018-09-21,53405556.4982694,100000000,0,2599.95420440549,3792.89472681435,0.730032255112183,6,0.16450671851635,395.576965332031,658.913757324219,10.3333864212036,0,760552.336144714
2018-09-22,53965803.5063431,100000000,0,395.008,3274.71339177991,0.078684399395173,4,0,72.7477874755859,0.825099885463715,0,82.5099868774414,763189.012641452
2018-09-23,54127582.3424186,100000000,0,60.1103843476755,1518.42285958556,0.105131058508423,3,0,56.3312187194824,56.4603881835938,0,0,764620.47093785
2018-09-24,54978995.6002765,100000000,0.418386136713787,329.5879996531,5489.32112449738,0.570274766798505,5,0.298583984375,242.815536499023,9.85037040710449,0.345930874347687,0,769761.099743312
2018-09-25,55281308.2705846,100000000,9,192.97204948616,20219.9328082695,1.08152101197704,4,5.97818565368652,569.53125,13.2044591903687,5.93478298187256,0,789655.30119266
2018-09-26,55472651.2218496,100000000,1.01942638844774,59.1159529119535,2159.0604596267,0.026337325867728,6,0.004657529294491,3.85526156425476,89.3779907226562,0.02794517762959,0,791708.053692658
2018-09-27,55632431.5909644,100000000,58.5,253.700777053623,837.963189261537,0.041021134364332,5,0,9.12661838531494,37.1960983276367,0.000901268678717,4.05570888519287,792118.662153143
2018-09-28,55663028.8109692,100000000,0,98.754,550.02982357114,0.082418101481495,3,0.008915727958083,26.4042682647705,43.9755096435547,11.7112550735474,0,792560.380752937
2018-09-29,55685070.4859692,100000000,0,1.98351825399497,256.5334041579,0.011817482902729,1,0,1.99535322189331,49.4384384155273,4.00852203369141,0,792791.877375719
2018-09-30,55859668.60893,100000000,0,1225.94505391796,454.434504296208,0.087342726783492,0,0,265.826965332031,0.687661826610565,0,0,791984.34791182
2018-10-01,56109523.4439113,100000000,0,387.052821698592,713.910972634692,0.015148380025861,3,0.008660135790706,7.06483030319214,0,0,0,792287.969560016
2018-10-02,56409667.7288856,100000000,0,564.940085401828,1909.69397486946,0.212274491154039,1,0,69.6396179199219,0.327390760183334,0.218260511755943,0,793615.062552969
2018-10-03,56917109.7440195,100000000,0.023888546691342,1100.84618961056,4342.18275484056,0.52749385740955,5,18.0243377685547,404.738525390625,4.08271312713623,0,0,796631.78549653
2018-10-04,57512624.1512052,100000000,0.003230601223081,752.831808341819,4823.77622890476,0.127182670759696,2,0,120.031707763672,4.5955057144165,0,1.79026126861572,800679.789889331
2018-10-05,58191395.4113652,100000000,0,246.176066295836,5449.11762948645,0.049907231736642,7,0,65.2011413574219,0,1.57925546169281,0,805562.307322205
2018-10-06,58491931.6998957,100000000,0,151.739304230419,769.044587098629,0.171958234467096,3,0,41.8774948120117,0.44224950671196,0.917580246925354,0,805821.305760391
2018-10-07,58856517.4998957,100000000,0,16.7799213064095,6218.89173059115,0.011344970249237,0,0,4.27338981628418,0.017805790528655,0,0,812022.922043793
2018-10-08,59534878.779925,100000000,0,45.2220174562704,3068.00434028797,0.011295754478953,0,0.439682990312576,3.8164484500885,10.9362945556641,2.19845819473267,0,815044.368920527
2018-10-09,59760891.109925,100000000,0,15.9865213940193,2092.68530628964,0.018499886893367,4,17.6125144958496,0.21926948428154,23.0232963562012,1.21036756038666,0,816472.99158901
2018-10-10,59941312.4815514,100000000,0.2,1985.95,3097.11984407791,0.604774566117578,6,0.132861793041229,587.614135742188,13.2861785888672,2.38265109062195,0,817518.133978065
2018-10-11,59950191.4871672,100000000,73,1485.21645754296,22153.3412830453,3.59865478782793,3,6.92425060272217,1846.70861816406,440.721252441406,0.971402585506439,0.188949391245842,837474.880040251
2018-10-12,60650977.7154268,100000000,0,876.188314889503,10403.5949783422,0.509449266703942,6,0,196.868240356445,133.027267456055,0.220837786793709,0,846972.801086265
2018-10-13,60775730.4123787,100000000,0,546.400518186193,2637.63707290246,0.273099325256808,2,0.231117635965347,168.04817199707,7.55654191970825,0,0,848469.329428763
2018-10-14,60897331.2415763,100000000,2.94193637835278,340.858930327776,1660.96609695105,0.333894677804956,4,29.6400890350342,103.489532470703,48.1852531433106,23.425724029541,0,849776.320112257
2018-10-15,62543359.639868,100000000,115.467302521495,656.846991800813,13015.9555217842,1.051247544083,6,48.7288627624512,288.981842041016,133.437255859375,53.8555335998535,0,861312.943155898
2018-10-16,62667680.9362489,100000000,5.9,11.4473963832269,1525.06796252878,0.068405078268779,23,2.1456835269928,7.32309007644653,123.585754394531,0.650685846805573,0,862704.253672769
2018-10-17,62788604.1253368,100000000,0.0178,805.212130295061,2869.16473159581,0.84446243718662,6,56.4633331298828,341.836547851562,242.37858581543,2.05824637413025,2.42466902732849,864729.310202534
2018-10-18,62937843.3808144,100000000,0,27,2515.48768385713,0.06613057669654,2,0.004876071587205,25.7841835021973,130.436859130859,0,0,867215.553220651
2018-10-19,62962640.102828,100000000,0,83.1596561239228,1252.42473256196,0.126338100870357,3,0.019732179120183,56.3967781066895,0,0,0,868379.849434674
2018-10-20,63034665.7207403,100000000,0,140.3788676,786.949653455779,0.100053461348762,2,28.6867485046387,8.81230545043945,263.322692871094,0,0,868764.892530364
2018-10-21,63047909.883641,100000000,20.0378334156286,15.731,75.5411179667491,0.00203693655779,2,0,1.21185696125031,3.03019261360168,0,0,868794.411889556
2018-10-22,63087927.205157,100000000,0.015,52.5737833852272,2280.54896822069,2.28078356003292E-06,2,0,0,0,0.048701297491789,0,871007.023732405
2018-10-23,65319715.5303069,100000000,0,151.564389217553,32815.5877513636,0.181579239855367,3,0,61.1330795288086,109.87451171875,0.831823289394379,0,903565.072980351
2018-10-24,65764352.9362783,100000000,0,12.7194251265729,6189.34479429206,0.062115197387374,4,0,3.8587589263916,189.426345825195,0,0.48234486579895,909735.660199276
2018-10-25,66088760.6150065,100000000,0,72.021275138383,2981.34282185439,0.11805252683656,2,4.33562707901001,20.7201080322266,31.8155002593994,3.68466877937317,0,912594.681835501
2018-10-26,66386657.6548436,100000000,0,398.479407328338,1841.4711795321,0.064286828306317,2,14.7211599349976,27.9249801635742,53.9775886535645,0.01067943032831,0,914015.423122041
2018-10-27,66479507.5197485,100000000,0,58.132756390267,1663.42184383639,0.014188943777599,3,0.049630619585514,8.389235496521,1.01532781124115,0,2.4639093875885,915589.09157991
2018-10-28,66555753.0369186,100000000,4.5,104.89,3393.33567589322,0.009084582743475,3,0.61203545331955,6.09472131729126,2.61623120307922,0,0,918855.886671368
2018-10-29,67107790.7340066,100000000,0,352.032511060111,7108.45048959824,0.393719932795337,5,1.24950933456421,112.769760131836,264.355194091797,5.27292919158936,0,925589.843883488
2018-10-30,67229195.0505778,100000000,0.036737459738761,67.3769675897594,1535.69270143446,1.92992270749667,3,0.025882365182042,768.179077148438,0,0,0,927056.02772187
2018-10-31,67437342.9452127,100000000,0,48.0187297301974,1776.84342290452,0.043996442086768,2,0,22.1523284912109,0,0,0,928777.465303284
2018-11-01,67683446.916324,100000000,54.693094233345,47.3993964776712,1521.75336332297,0.097121287719541,5,22.6050338745117,38.0521507263184,5.55059242248535,0.25116702914238,0,930192.148358871
2018-11-02,67873914.5586447,100000000,9.5388502724968,9.78275295040062,1564.92709398815,0.020709352540205,6,3.73044490814209,5.22268199920654,1.44121527671814,0.009881973266602,0,931736.112852148
2018-11-03,67951018.9254289,100000000,0.048562742549302,29.922640085212,839.464594441358,0.032476349144936,3,0,5.97809934616089,2.40206909179687,0.019799182191491,0,932537.094563526
2018-11-04,68112694.6649596,100000000,0,1033.76622655103,2584.58945924953,1.50352569513927,3,0,432.035949707031,476.905151367188,0,0,933703.213500994
2018-11-05,68492685.9918935,100000000,643.648962432311,266.710510686068,2875.82199668201,0.107275501655676,10,282.603271484375,115.868919372559,3.79556155204773,0.004744451958686,0,935587.170831109
2018-11-06,69522756.8184191,100000000,93.2560057880054,865.492278647032,27715.2216529694,0.204137179044197,3,3.82935118675232,11.4576110839844,274.182464599609,0.114240787923336,0,962315.269227399
2018-11-07,69762253.4816721,100000000,962.295133339408,47.9104289520331,2127.91006816845,0.737913191393867,11,0.113064266741276,441.691864013672,29.5555438995361,48.0296974182129,1.22109401226044,962361.842495311
2018-11-08,70416783.8609946,100000000,17.0070921486422,108.282241908763,12777.0234115589,0.10639321311376,5,0.565439760684967,106.748863220215,5.54316329956055,6.84089374542236,0,975009.868528229
2018-11-09,70568919.7545814,100000000,0.810104175831835,261.964934955931,4868.39045265856,0.720277449662187,1,0,110.597038269043,0.017706437036395,7.36390972137451,0,979605.027954502
2018-11-10,70850692.4460762,100000000,0,7.00658373766513,2428.60750785128,0.001945155390519,0,0,0.306136518716812,0,1.50809633731842,0,982026.648353578
2018-11-11,70873086.8272928,100000000,1.07417271957512,37.6954327003112,148.43601532095,0.125480667808997,2,0,24.6735897064209,4.77534675598145,0.152811095118523,0,982135.167334731
2018-11-12,71021407.7007972,100000000,2.17521810441619,501.666754728907,2647.56324043082,0.227210727402219,2,0.662898600101471,8.75611972808838,367.731018066406,0.188403755426407,0,984263.06710959
2018-11-13,71877155.0012717,100000000,4.55926910533486,33.1469052808835,11030.2340159731,0.55709400737313,3,0.128414899110794,137.623031616211,0.184651523828507,2.2600576877594,0,995243.381533218
2018-11-14,71969079.975548,100000000,233.240107472098,857.373573529491,23943.2737917419,4.72256098531673,11,8.69629669189453,1490.75854492188,70.4395599365234,20.8071403503418,0.809781074523926,1014947.12685088
2018-11-15,73604698.4562874,100000000,300.410012705782,9514.38505125746,66189.3774281314,23.5057528922414,7,0.854831576347351,6251.72509765625,28.7899951934814,10.4361944198608,0,1070989.02777667
2018-11-16,76526862.100676,100000000,50.7809557541453,167.690125718947,39831.3657187269,2.51202879960139,4,1.206751704216,978.7685546875,0,0,0,1110476.40657754
2018-11-17,76863766.3975415,100000000,182.147350819747,224.441650429364,6014.4496088057,1.63355968285075,4,1.71747696399689,534.457641601562,171.516693115234,522.684204101563,0,1116050.34427452
2018-11-18,76802773.0010614,100000000,0,1104.5836927001,3732.66792994789,0.014651990670186,1,30.4833526611328,0,10.5017442703247,0.084841258823872,0,1116220.46631048
2018-11-19,74553240.8200192,100000000,286.619852957002,9991.6293998946,102813.732691376,67.7726927348625,15,69.5982208251953,15624.560546875,152.289886474609,2.58073854446411,0,1201550.19891284
2018-11-20,65763174.0176846,100000000,2819.24012126834,21364.11893126,155450.864903291,119.396723867179,38,3538.63696289062,27210.1640625,1309.8271484375,837.50048828125,0,1260847.09849852
