__timestamp,Locked Amount,Accumulated Lock,Accumulated Free
2018-10-20,878813.6404672837,1211231.2694495493,332417.6289822656
2018-10-19,878421.7967268815,1210436.5446486617,332014.7479217802
2018-10-18,877257.4513672485,1209184.1038576656,331926.65249041695
2018-10-17,874874.5261425306,1206223.9936436194,331349.4675010888
2018-10-16,872840.7102509369,1203247.098270219,330406.3880192821
2018-10-15,872023.7300243607,1201725.6313900403,329701.9013656796
2019-12-21,867642.4539899332,7755714.447490118,6888071.993500185
2019-12-22,861264.8877454745,7755787.773339588,6894522.885594114
2018-10-14,859923.3727849605,1188764.168629193,328840.7958442324
2018-10-13,858600.193111713,1186980.9212297993,328380.72811808623
2018-10-12,858221.9480808177,1185471.8634094899,327249.9153286721
2019-12-23,853072.1308665909,7766224.889615496,6913152.758748905
2018-10-11,847610.8159375412,1174019.6803757783,326408.8644382371
2019-12-24,840899.3994895928,7777006.267516148,6936106.8680265555
2019-12-25,836453.0903890328,7778778.784946275,6942325.694557242
2019-12-26,829406.0875559226,7794864.700459424,6965458.612903502
2018-10-10,827116.0920325721,1151789.9646401808,324673.8726076087
2018-10-09,826069.9125790044,1148689.6567758254,322619.744196821
2018-10-08,824639.2308137042,1146594.854356438,321955.6235427337
2019-12-27,822639.1861416092,7804938.858237783,6982299.672096174
2018-10-07,821617.7845897151,1143526.801009208,321909.01641949284
2019-12-31,820868.3361739181,7853127.189053261,7032258.852879343
2019-12-28,816023.1605451526,7828621.350756823,7012598.1902116705
2018-10-06,815418.7419816188,1137317.6896698482,321898.94768822944
2018-10-05,815141.2687456965,1136543.7796087677,321402.5108630712
2019-12-29,814654.7013939358,7832055.358428443,7017400.657034507
2019-12-30,814453.4934126046,7838934.420624481,7024480.927211876
2018-10-04,810258.8816942632,1131098.0768406552,320839.195146392
2018-10-03,806250.2625204164,1126310.263589138,320060.00106872147
2018-10-02,803224.1089359489,1121963.522831689,318739.41389574023
2018-09-29,802353.7771047327,1118850.497893174,316496.72078844125
2018-09-28,802121.6310165498,1118595.9634761869,316474.3324596371
2018-10-01,801895.9162504228,1120053.7586826056,318157.8424321828
2018-09-27,801781.3983311683,1118164.8580513827,316383.4597202144
2018-09-30,801546.4089199917,1119305.2772972612,317758.8683772695
2018-09-26,801423.1557671345,1117378.6427245734,315955.4869574389
2018-09-25,799371.9791214608,1115150.6144640127,315778.6353425518
2020-01-01,780032.7453246107,7869568.529053225,7089535.783728614
2018-09-24,779425.2888815729,1094919.921362444,315494.63248087117
2020-01-02,778676.7490232708,7876234.8123703785,7097558.063347108
2020-01-03,777715.8506785873,7900972.283406685,7123256.432728098
2020-01-04,777619.5622085016,7908250.09384823,7130630.531639729
2018-09-23,776315.7346513905,1089702.872292395,313387.1376410046
2018-09-22,774831.8373795298,1088133.1415930206,313301.3042134908
2020-01-05,774207.8501312556,7912088.744570937,7137880.894439681
2018-09-21,772157.3493016245,1084865.0172217083,312707.66792008386
2018-09-20,771992.9635812701,1078766.2546047643,306773.2910234942
2018-09-19,771399.9585006989,1078102.1481794103,306702.18967871135
2018-09-18,770574.24066431,1076881.4771883793,306307.2365240692
2018-09-17,769393.4773681564,1075500.4922200642,306107.0148519077
2018-09-16,749994.9697057209,1040649.362223083,290654.3925173622
2018-09-15,747804.5209527377,1038396.931760223,290592.4108074853
2018-09-14,744015.4876064027,1034529.887080596,290514.3994741933
2018-09-13,738535.2324378078,1024736.857746883,286201.6253090751
2018-09-12,735868.5605510972,1019660.3818948683,283791.8213437712
2020-01-06,728593.7863952527,7939393.653762952,7210799.8673677
2020-01-07,710995.5721607385,7946431.743768925,7235436.171608186
2018-09-11,708561.4283166555,978578.7077019948,270017.27938533935
2020-01-08,678649.1560340598,7969807.737766204,7291158.581732145
2020-01-09,671349.6913415277,7976473.334933969,7305123.643592441
2020-01-10,670646.7213127557,7976648.953206202,7306002.231893446
2020-01-11,669581.0342095224,7980463.465026,7310882.430816477
2020-01-12,668829.0734640863,7980470.544905002,7311641.471440916
2020-01-13,667953.1661283737,7980515.899635597,7312562.733507223
2018-09-10,666719.8249917645,935000.2225749411,268280.39758317656
2020-01-14,662019.5093343128,7988025.853913066,7326006.344578753
2020-01-15,660875.989198328,7994812.633752921,7333936.644554593
2020-01-16,654076.6298019802,8001816.900063359,7347740.270261379
2020-01-17,653020.1263689529,8002522.943487234,7349502.8171182815
2018-09-09,631081.9898332183,898654.613937563,267572.62410434475
2018-09-08,591990.4378962766,855229.2558993252,263238.81800304865
2020-01-18,567143.4775751475,8005989.43670894,7438845.959133793
2020-01-19,565099.4886121731,8012836.515910382,7447737.027298209
2020-01-20,547357.059692787,8016374.385053911,7469017.325361124
2020-01-21,546494.3235683823,8016410.542648258,7469916.219079875
2018-09-07,538595.048041323,792059.158105435,253464.11006411203
2020-01-22,535151.3169270549,8016662.023716611,7481510.706789556
2020-01-23,522160.006343808,8016699.079160657,7494539.072816849
2020-01-24,521562.35526044015,8016825.288215156,7495262.932954716
2020-01-25,519927.32378182374,8016910.891217841,7496983.567436017
2020-01-26,519275.29056922253,8017064.106927455,7497788.816358233
2018-09-05,510480.0338438719,725258.3258737008,214778.29202982885
2018-09-04,504141.25714411377,706543.6451832338,202402.38803911998
2018-09-03,501604.17118955695,703844.7694492863,202240.59825972936
2018-09-02,501340.79390545434,703236.1121375868,201895.31823213244
2018-09-01,500657.8656724411,702442.0177088839,201784.15203644277
2018-08-30,500026.9993753481,701114.1872461659,201087.18787081784
2018-08-29,499835.3521172019,700412.5656531246,200577.21353592272
2018-08-31,499789.56607579,701363.259320746,201573.69324495597
2018-08-28,499605.82034954685,699970.0796716823,200364.25932213548
2018-08-27,498945.98717106634,698871.4332862665,199925.44611520017
2020-01-27,498456.1288979808,8017572.90678044,7519116.77788246
2020-01-28,498039.2937391512,8018032.155906997,7519992.8621678455
2020-01-29,497057.2827309985,8018290.307926314,7521233.0251953155
2018-08-26,496940.2125014544,696772.329006728,199832.11650527362
2018-08-25,496572.09506614634,696326.046497569,199753.9514314226
2018-08-24,496524.6907979421,696043.5776795882,199518.8868816461
2018-09-06,492790.34658671403,744586.9906777262,251796.6440910122
2018-08-23,491790.26649048924,691296.8512760703,199506.58478558113
2020-01-31,487632.61631306447,8028986.716599447,7541354.100286382
2020-01-30,487325.16651663743,8025217.80175575,7537892.635239112
2018-08-22,487109.4528010634,686465.1209263024,199355.668125239
2020-02-01,486811.5739920614,8029148.982369371,7542337.408377309
2020-02-02,486604.2894025203,8039481.741366922,7552877.451964402
2018-08-21,482109.3756030455,680572.0590813328,198462.68347828725
2018-08-20,478308.8029731903,673529.9864974878,195221.18352429743
2018-08-19,476290.2842524956,669889.7765987332,193599.4923462375
2018-08-18,474807.56949986954,668269.8314170607,193462.26191719115
2020-02-03,474491.64337720536,8049544.40721284,7575052.763835635
2020-02-04,474421.1146918386,8052967.016834114,7578545.902142275
2018-08-16,474055.86282725784,664685.4654558051,190629.60262854723
2018-08-15,473874.42115553573,663875.2649960564,190000.8438405207
2018-08-17,473873.2988903457,666303.7783933602,192430.47950301453
2018-08-14,470228.3012605546,655719.8927896082,185491.59152905366
2020-02-05,467298.1024676133,8053237.15230514,7585939.049837527
2018-08-13,465059.417135063,622975.0640229868,157915.64688792385
2020-02-06,461368.78820389137,8060372.696117408,7599003.907913516
2020-02-07,454781.42031198926,8064186.436189785,7609405.015877795
2020-02-08,452551.8872949835,8064326.886073173,7611774.9987781895
2020-02-09,449257.1594533473,8067978.365543717,7618721.206090369
2020-02-10,442747.0684955539,8078182.125749993,7635435.057254439
2020-02-11,442547.32742804196,8078324.589210297,7635777.261782255
2020-02-12,437817.91619967483,8088690.985733112,7650873.0695334375
2020-02-13,436394.39331059624,8092267.683244082,7655873.289933486
2018-08-12,436120.8083473032,584000.7808472941,147879.97249999092
2020-02-14,435184.1381292818,8092888.377325813,7657704.2391965315
2018-08-11,431869.63749667583,579507.7448659922,147638.10736931636
2020-02-15,429376.84965096414,8093162.229401267,7663785.379750303
2020-02-16,427082.08888905775,8096807.419057864,7669725.330168806
2020-02-17,427068.4102724893,8096907.507568885,7669839.097296395
2020-02-18,426518.83938989695,8103743.210417817,7677224.37102792
2020-02-19,419774.2529752068,8107112.993096693,7687338.740121487
2020-02-20,419354.0608917773,8107495.7501935465,7688141.689301769
2020-02-22,419106.12774547935,8111034.292819295,7691928.165073816
2020-02-21,419070.1891766852,8107677.624038704,7688607.434862019
2020-03-09,418940.1029582955,8153056.304647887,7734116.201689592
2020-03-03,418185.83900482487,8122107.699430554,7703921.860425729
2020-03-02,418167.1972199511,8121997.05135693,7703829.854136979
2020-03-01,418055.59156462457,8121672.19899025,7703616.607425625
2020-02-26,417971.74266992975,8113005.065535402,7695033.322865472
2020-02-27,417778.1807588162,8116914.51526093,7699136.334502114
2020-02-28,417579.95201463066,8116972.1084240815,7699392.156409451
2020-02-25,417433.3154417826,8111835.96196508,7694402.646523298
2020-02-23,417269.15669153817,8111496.616802172,7694227.460110634
2020-02-24,417226.0671743676,8111552.804903638,7694326.73772927
2020-02-29,416994.8850001432,8117003.435688845,7700008.550688702
2020-03-10,416901.68296248,8153454.990570905,7736553.307608425
2020-03-08,415253.26065589674,8133243.146231852,7717989.885575955
2020-03-04,414954.64445815794,8122226.922042257,7707272.277584099
2020-03-07,414919.0656367941,8126161.160373368,7711242.094736574
2020-03-06,414817.0423143096,8122699.837362243,7707882.795047933
2020-03-05,414809.41244943254,8122385.567600119,7707576.155150686
2018-08-10,408406.6888088405,550801.5450413225,142394.85623248195
2020-03-11,406076.1663545752,8160718.811350784,7754642.644996209
2020-03-12,403410.6111702174,8176927.903908238,7773517.29273802
2018-08-09,401225.3358085129,533035.943583523,131810.60777501014
2018-08-08,391526.1212518858,523287.72070849466,131761.59945660888
2020-03-13,385714.08589425776,8188558.179611539,7802844.093717281
2020-03-14,372925.24046932627,8189012.50671854,7816087.266249213
2020-03-15,367478.0715926932,8193626.845271199,7826148.773678506
2020-03-16,365039.12782002613,8197356.238923193,7832317.111103167
2018-08-06,357552.3337154995,477798.56982973765,120246.23611423819
2018-08-07,357073.3328872338,480444.543808651,123371.2109214172
2018-08-05,356274.26622056914,475926.0499770339,119651.78375646479
2018-08-04,355612.1641236639,475238.44937544107,119626.28525177717
2018-08-03,354895.7661733206,474320.90244289645,119425.13626957583
2018-08-02,352577.4148553715,471804.6310420538,119227.21618668229
2020-03-17,352530.9303631941,8199913.115113762,7847382.184750568
2018-08-01,351536.4782630458,470688.72227557405,119152.24401252826
2018-07-31,349974.4278776527,468018.07355428673,118043.64567663406
2018-07-28,347816.1587530808,464578.79773673095,116762.63898365012
2018-07-30,347761.1461201278,465741.63615082524,117980.49003069745
2018-07-27,347582.1360214466,464265.7941244921,116683.65810304547
2018-07-29,347063.722133943,464852.4624895959,117788.7403556529
2018-07-26,346663.7123559904,463328.82585352275,116665.11349753232
2018-07-25,346469.90690796153,463069.1502313919,116599.24332343038
2018-07-24,346212.76745522546,462784.556542171,116571.78908694556
2018-07-23,345963.56136832846,462344.9334281131,116381.37205978464
2018-07-22,345411.1772188317,461733.92585071316,116322.74863188145
2020-03-18,345369.05547514,8200123.873732707,7854754.8182575675
2018-07-21,345142.8854375935,461424.7344453612,116281.84900776767
2018-07-20,344829.82642891654,461033.74490668386,116203.91847776729
2018-07-19,343341.7835972799,459192.76408712426,115850.98048984437
2018-07-18,341489.7890434743,457303.47233671945,115813.68329324514
2018-07-17,340157.76260239485,455582.2339907423,115424.47138834746
2020-03-19,339792.71225611214,8200324.498042462,7860531.78578635
2018-07-16,339621.03276077687,454971.47166865313,115350.43890787625
2018-07-15,338617.28411441424,453700.9706420346,115083.68652762036
2018-07-14,338163.15240385564,453197.1871440737,115034.03474021808
2018-07-13,336387.4992972774,451416.16353804176,115028.66424076437
2018-07-12,335833.02661047265,450830.01195965783,114996.98534918518
2018-07-11,335326.8375939665,449992.75646387995,114665.91886991342
2018-07-10,333416.8540191758,447825.1137197667,114408.25970059092
2020-03-21,332810.30000653863,8207713.304869697,7874903.004863159
2020-03-22,332717.14019937906,8211077.937941441,7878360.797742062
2020-03-20,332698.025792853,8204160.023046348,7871461.997253495
2018-07-09,330763.3875070202,444863.0581013987,114099.67059437849
2020-03-23,330735.0444095563,8211174.8061218485,7880439.761712292
2018-07-08,330283.35710494634,444351.64547067485,114068.28836572851
2020-03-24,328847.12793295644,8211285.411170038,7882438.283237082
2020-03-25,328827.5322410809,8211359.805064135,7882532.272823054
2018-07-07,328423.500434492,442260.63949197053,113837.13905747849
2018-07-05,328354.2076282103,441118.7902860333,112764.58265782302
2018-07-04,327478.4787297694,440232.3209382854,112753.84220851595
2018-07-06,327475.1242361401,441310.0955002482,113834.9712641081
2018-07-03,327225.6015059214,439968.8663175179,112743.2648115965
2018-07-02,325833.8251465895,438402.37547222234,112568.55032563285
2018-07-01,324022.11840454384,436535.0763708213,112512.95796627746
2018-06-30,323854.99643448676,436124.8914573544,112269.89502286764
2018-06-29,322599.6343346059,434807.48101463163,112207.84668002577
2020-03-26,316665.903948877,8211383.601472263,7894717.697523386
2020-03-28,316381.39345490467,8211475.767000311,7895094.373545406
2020-03-27,316345.67086854577,8211420.996987586,7895075.32611904
2020-03-30,316289.5117314402,8211569.063427221,7895279.551695781
2020-03-29,316289.2917234665,8211539.777427221,7895250.485703754
2020-03-31,316069.67745961435,8214890.704190635,7898821.026731021
2020-04-01,314594.27879055124,8214916.963997839,7900322.685207288
2020-04-02,314256.56382281706,8215035.382873903,7900778.819051086
2020-04-04,314064.0741345519,8215165.471442996,7901101.397308444
2020-04-03,314048.9626519969,8215135.877420479,7901086.914768483
2020-04-05,313497.3269922817,8215169.918367121,7901672.59137484
2020-04-06,313297.951927118,8215334.393191549,7902036.441264431
2020-04-07,309290.27055264544,8215438.143804728,7906147.873252083
2020-04-08,309059.47408370674,8215480.682171511,7906421.208087805
2020-04-09,307992.82798787206,8215556.364189913,7907563.5362020405
2020-04-11,306818.0713268295,8215922.215046354,7909104.143719524
2020-04-12,306721.5226346152,8219232.920046322,7912511.397411707
2020-04-10,306640.0575251514,8215702.911990861,7909062.85446571
2020-04-13,305427.3299047714,8219250.542967085,7913823.213062313
2020-04-14,304385.62478832435,8222568.198832135,7918182.57404381
2020-04-15,303203.27130016405,8222584.500323158,7919381.229022994
2020-04-16,302674.6758031454,8222709.81420098,7920035.138397834
2020-04-17,302053.1054099342,8222716.864719045,7920663.759309111
2020-04-18,300353.68837510515,8222761.498878416,7922407.8105033105
2020-04-19,298095.56944754254,8222915.414420396,7924819.844972854
2020-04-20,297801.51696726866,8222943.424114086,7925141.907146817
2020-04-21,287950.64001538046,8222975.237516035,7935024.597500655
2020-04-22,284577.15324824676,8223038.262516036,7938461.109267789
2020-04-23,280125.3680414492,8223041.852516036,7942916.484474586
2020-04-24,279060.798981471,8223195.248516035,7944134.449534564
2020-04-25,278221.0797751993,8223225.502516035,7945004.422740836
2018-06-28,263394.7335814404,374701.79072911036,111307.05714766997
2018-06-27,252639.6034504437,363277.501219816,110637.89776937228
2018-06-26,249264.4300511665,359568.5741225288,110304.14407136229
2018-06-25,248049.0724429752,357663.5868850214,109614.51444204623
2018-06-24,247727.77080633095,357177.51022081316,109449.7394144822
2018-06-22,231214.86239876164,338971.75917462975,107756.89677586811
2018-06-23,230882.17431160278,339570.6659227431,108688.49161114033
2020-04-26,230010.86185840983,8223253.067516035,7993242.205657626
2020-04-27,229956.77779306192,8223253.569516036,7993296.791722974
2018-06-21,229721.40306095785,337240.7234146609,107519.32035370305
2020-04-28,229175.10060138535,8223253.748516035,7994078.64791465
2018-06-20,228987.44050170423,336298.7485080806,107311.30800637638
2020-04-29,228978.34045076743,8223269.948516035,7994291.608065268
2018-06-19,227371.7144544666,334649.03880720143,107277.32435273484
2020-04-30,226942.68972005788,8223305.873516035,7996363.183795977
2020-05-01,226764.1341945529,8223343.594916664,7996579.460722111
2018-06-18,226727.63364905497,333697.9806957876,106970.34704673263
2018-06-16,226445.1629491587,332918.2830617766,106473.12011261792
2018-06-17,226303.73063683734,333061.35298488924,106757.6223480519
2018-06-15,226289.45022098813,332247.31735060236,105957.86712961423
2018-06-14,225725.1765009954,331681.825125669,105956.64862467359
2018-06-13,224867.65260033077,330684.3144106832,105816.6618103524
2020-05-02,222663.88954648655,8223371.834916664,8000707.945370178
2020-05-03,222182.88938154932,8223381.014916664,8001198.125535115
2020-05-04,221491.40630644467,8223390.139916664,8001898.733610219
2018-06-12,221440.86819762734,324646.7577278803,103205.88953025299
2020-05-05,220772.4932952812,8223421.895742256,8002649.402446975
2020-05-06,219668.77035573125,8223434.2557422565,8003765.485386525
2020-05-07,218440.9040089827,8223443.395742256,8005002.4917332735
2018-06-11,217612.16240960266,320376.6433144712,102764.48090486851
2020-05-08,216796.37039759662,8223451.910094833,8006655.539697236
2018-06-10,216272.75274519948,318689.185131127,102416.43238592755
2018-06-08,216037.7898333748,317069.2048694462,101031.41503607144
2018-06-09,215921.62326238738,317226.16694331536,101304.54368092798
2018-06-07,215631.71525103145,316499.28298585565,100867.56773482422
2018-06-06,215147.3384263556,315792.8428478462,100645.50442149062
2018-06-05,213971.45360446314,314188.91791604104,100217.46431157789
2018-06-04,213607.34385828377,313511.2312921589,99903.88743387513
2020-05-09,213554.3444559155,8223452.479551858,8009898.135095943
2018-06-03,213094.404111973,312910.80319333595,99816.39908136294
2018-06-02,212862.89383913716,312380.1399420371,99517.24610289995
2018-05-31,211966.6839801174,311201.48805257736,99234.80407245996
2018-06-01,211956.9642765321,311352.00845715345,99395.04418062136
2020-05-10,211318.58767755516,8223481.419551859,8012162.8318743035
2018-05-30,209879.17046008183,309029.7470659576,99150.57660587574
2018-05-29,209477.41743431057,308584.08035648725,99106.66292217668
2018-05-28,198338.97868980042,297315.35430555895,98976.37561575853
2018-05-27,191979.36253955693,290394.0923804653,98414.72984090836
2018-05-22,190072.95755592073,275372.7649954064,85299.80743948565
2018-05-26,188805.8965647132,286948.4879108343,98142.59134612112
2018-05-21,187843.79373857967,273100.01011023746,85256.21637165779
2018-05-25,187734.92975433302,285713.56051474495,97978.63076041194
2018-05-19,187381.78160685935,272464.60089087643,85082.81928401708
2018-05-20,187347.45658198337,272585.3896601531,85237.93307816972
2018-05-18,186659.54803681688,271593.1253457236,84933.57730890671
2018-05-24,186489.11909212233,284103.8256164199,97614.70652429757
2018-05-17,186205.50858351644,270974.14361828245,84768.63503476602
2018-05-16,185309.0160729509,269771.8073806042,84462.7913076533
2018-05-23,185080.1724437012,281665.5773261509,96585.40488244971
2018-05-15,184995.9831960182,269306.463131901,84310.4799358828
2018-05-14,184494.25026057614,268768.9746231771,84274.72436260094
2018-05-13,184267.26021220046,267872.36790080054,83605.1076886001
2018-05-12,183566.7372486157,267086.83886673104,83520.10161811534
2018-05-11,181831.33950014878,264981.8661233693,83150.52662322055
2018-05-10,180280.45521568856,263158.85870656726,82878.40349087869
2018-05-09,178843.14191205916,261684.62808965243,82841.48617759328
2018-05-08,177832.94264439837,260525.52323647405,82692.58059207568
2018-04-29,177097.67593787058,248992.80369800306,71895.12776013248
2018-04-28,176831.5609959418,248646.04047958954,71814.47948364774
2018-04-27,175881.59065860024,247475.18973201362,71593.59907341338
2018-04-30,174721.41078069387,250432.21056074425,75710.79978005037
2018-05-07,174653.49617070495,257345.79089205177,82692.29472134683
2018-05-02,174110.25573435595,252486.99957231464,78376.7438379587
2018-05-01,173995.93214801853,251292.6398073458,77296.70765932728
2018-05-06,173264.08402174077,255593.43635488523,82329.35233314446
2018-05-04,173030.516686281,254397.83718096535,81367.32049468436
2018-05-03,172709.00199061667,253726.51732344687,81017.5153328302
2018-05-05,172653.9049887759,254928.29733959123,82274.39235081531
2018-04-26,166919.15416890656,237051.95356174558,70132.79939283902
2018-04-25,165552.48892821447,235532.56137701412,69980.07244879965
2018-04-21,163715.24618100017,229180.01631617267,65464.77013517249
2018-04-22,163386.3473453712,229566.61581528498,66180.26846991379
2018-04-20,163061.86579930663,228431.89704186184,65370.031242555204
2018-04-19,162417.5640136488,227243.34027480552,64825.776261156716
2018-04-23,161877.42752346312,230381.9936021771,68504.56607871398
2018-04-18,161865.88097000573,226357.6536320392,64491.772662033465
2018-04-24,161519.21770194045,231255.4978190271,69736.28011708666
2020-05-11,159894.41771424934,8223481.686913297,8063587.269199047
2018-04-17,158740.52511312507,222942.18757875197,64201.662465626905
2018-04-16,157852.17909147587,222041.786769656,64189.60767818012
2018-04-15,156455.204719224,220639.40965952814,64184.20494030414
2018-04-14,156135.97594916518,219605.98580566948,63470.00985650429
2018-04-13,155879.35206749509,219272.32657840487,63392.97451090979
2018-04-12,153433.8073648087,216453.31012240736,63019.50275759869
2018-04-11,146296.2392932485,208842.59531046983,62546.356017221304
2018-04-10,143653.1655526539,205609.52049360963,61956.354940955745
2018-04-09,141790.5285931739,203418.48093300164,61627.95233982776
2018-04-08,139699.96328265063,201007.15404163758,61307.19075898696
2018-04-06,138708.93513640465,199258.7713818024,60549.836245397746
2018-04-07,138496.759442119,199496.47352222906,60999.71408011006
2018-04-05,137824.89064073435,198237.74857068332,60412.857929948965
2018-04-04,136497.02602541097,196788.48536875076,60291.45934333978
2018-04-03,134783.95031472575,195006.81760543818,60222.86729071241
2018-04-02,134470.46992522862,194030.55495052962,59560.085025301014
2018-04-01,130417.5685990905,189872.3149593018,59454.74636021128
2018-03-30,129136.84000482039,184940.97356797292,55804.13356315253
2018-03-31,126917.02626710477,186296.4865378451,59379.46027074034
2018-03-29,115677.1396628331,169666.7206743508,53989.5810115177
2020-05-12,108513.47773507144,8223489.236913296,8114975.759178225
2018-03-28,106253.51711621766,159429.1954410981,53175.67832488044
2018-03-27,104201.42066281634,156674.90299008143,52473.4823272651
2018-03-26,101110.62359720493,153184.38587350814,52073.76227630321
2018-03-25,99248.44781760476,151308.3501527287,52059.90233512395
2018-03-24,99070.69258745169,151004.13246671986,51933.439879268175
2018-03-23,98965.93600773471,150831.4645562275,51865.528548492795
2018-03-22,98617.62996836347,150425.16059763214,51807.53062926867
2018-03-21,97907.78308234873,149476.66258297302,51568.87950062429
2018-03-20,97180.54880536585,148638.30241104582,51457.75360567997
2018-03-19,96389.49323359775,147497.67997530938,51108.18674171162
2018-03-17,95637.0772571112,128247.76245341562,32610.68519630441
2018-03-16,94316.52845775329,126898.95592390143,32582.42746614815
2018-03-18,92386.86684174438,142765.4029051826,50378.53606343821
2018-03-15,92100.18319699861,124586.66875104525,32486.485554046645
2018-03-14,87996.90496756334,120349.84812524173,32352.94315767838
2018-03-12,83712.99693194844,115314.82044033984,31601.8235083914
2018-03-13,83664.23991296379,115502.49225056726,31838.252337603462
2018-03-11,83179.84726511028,114679.12827553712,31499.28101042684
2018-03-07,82761.27198519732,107953.11632753702,25191.844342339704
2018-03-10,82093.19352589513,113583.77637632917,31490.58285043405
2018-03-09,81750.58471219493,113240.31237985498,31489.72766766005
2018-03-08,81557.83026003037,109447.35488693953,27889.524626909166
2018-03-06,80546.35844555598,105037.30765209373,24490.949206537753
2018-03-04,80509.8224638751,103299.253895056,22789.431431180903
2018-03-05,80459.20883663402,103749.7521369169,23290.54330028288
2018-03-03,80209.85376562763,102987.99326437696,22778.13949874932
2018-03-02,80141.00736128127,102887.81301240205,22746.805651120783
2018-02-28,79696.83481866117,101658.34601984026,21961.511201179095
2018-03-01,79225.3223589219,101719.94280297494,22494.620444053035
2018-02-27,78591.16995846799,100542.17475541422,21951.00479694623
2018-02-26,78149.52959543867,100057.64924661577,21908.119651177098
2018-02-25,74869.88696885123,96602.47299702188,21732.58602817064
2018-02-24,73096.95133221678,94774.54490083156,21677.593568614782
2018-02-23,72910.34047950458,94585.63077961074,21675.29030010617
2018-02-16,72053.28052108035,90962.2364360213,18908.955914940943
2018-02-15,71926.3775545659,90732.8040926469,18806.426538080996
2018-02-21,71813.88764304573,92944.20757743946,21130.31993439373
2018-02-22,71745.8994433916,93402.31544576015,21656.416002368547
2018-02-18,71576.57867160736,91737.10253642233,20160.523864814975
2018-02-20,71501.1209335854,92127.891762214,20626.770828628614
2018-02-19,71396.3603435442,91952.21177498515,20555.851431440937
2018-02-17,71373.61406901531,91188.82695012938,19815.21288111407
2018-02-14,65596.9345301362,84291.06631502202,18694.13178488581
2018-02-13,64378.8357427705,82713.60711295927,18334.771370188777
2018-02-12,63276.371776465436,81597.84826941679,18321.476492951355
2018-02-11,62638.87822886639,80952.14506147194,18313.26683260554
2018-02-10,61684.94988454458,79932.27268712941,18247.32280258484
2018-02-09,60940.65265389588,78559.72683769681,17619.074183800934
2018-02-08,53404.046574507825,70641.70308627804,17237.656511770212
2018-02-07,53206.32593241876,70428.91971870248,17222.593786283724
2018-02-06,52614.30566875331,69696.59808618424,17082.292417430926
2018-02-05,49596.44239987232,65109.502363353065,15513.059963480744
2018-02-04,43309.04324531015,57762.55016603828,14453.506920728127
2018-02-03,41573.95641107313,55989.45818016475,14415.50176909162
2018-02-02,40855.46807739674,55184.518401084664,14329.050323687927
2018-02-01,38824.007651413136,52900.20756388086,14076.199912467722
2018-01-30,38353.49255719164,51745.9647107406,13392.472153548963
2018-01-31,38300.768395815525,52373.62553009061,14072.857134275087
2018-01-29,37894.61630503531,51181.894207836725,13287.27790280141
2018-01-24,37647.14604629178,50093.8705587181,12446.72451242632
2018-01-23,37481.42326774509,49817.57296224345,12336.149694498356
2018-01-28,37142.39591845074,50390.30321903509,13247.907300584355
2018-01-27,37138.163253384744,50291.5722196786,13153.40896629386
2018-01-26,37136.512185121566,50242.46683269064,13105.954647569071
2018-01-25,37076.405219169035,50156.25953030978,13079.85431114074
2018-01-22,37041.53466378317,49362.00026195378,12320.465598170606
2018-01-21,36709.57274421159,47997.0951541026,11287.522409891008
2018-01-20,36361.45863287852,47618.957180383295,11257.498547504774
2018-01-17,36322.552441375716,46357.74543666712,10035.192995291405
2018-01-18,36314.87948117933,47397.11409797652,11082.234616797192
2018-01-19,36214.84921494458,47453.91508227674,11239.065867332163
2018-01-09,33869.7174775094,40303.717710171164,6434.00023266176
2018-01-08,33752.66063092107,40176.446814087576,6423.786183166507
2018-01-07,33496.55455932873,39898.153880967235,6401.5993216385
2018-01-10,33381.21194924225,40347.823761287385,6966.611812045135
2018-01-11,33359.838496215976,40451.73579978685,7091.897303570875
2018-01-06,33356.858404543134,39752.777626259514,6395.919221716383
2018-01-04,32605.659813171325,38472.02343843346,5866.363625262136
2018-01-15,32405.90112893933,40817.74455573903,8411.843426799702
2018-01-14,32399.079426776712,40800.64050223144,8401.56107545473
2018-01-13,32369.593142351605,40765.48004098746,8395.886898635854
2018-01-05,32367.66652934246,38753.153379069925,6385.486849727467
2018-01-12,32199.276100963554,40556.639421166066,8357.363320202512
2018-01-16,32017.75380517358,41581.67199841959,9563.918193246009
2018-01-03,28882.998730203966,34117.37957220622,5234.380842002256
2018-01-02,27193.775761279925,32397.99649187411,5204.220730594183
2018-01-01,26838.318557221683,32022.995260978452,5184.676703756768
2017-12-31,26760.490237296155,31936.15992276034,5175.669685464185
2017-12-30,26485.185678129325,31455.609820333888,4970.424142204563
2017-12-29,26370.568472210405,31338.44835679362,4967.879884583212
2017-12-27,26330.02368294122,31097.85888038627,4767.835197445049
2017-12-28,26283.819475817123,31251.699360400336,4967.879884583212
2017-12-25,23849.46268984672,27495.561827484427,3646.0991376377074
2017-12-24,23734.034643340663,27358.340428628377,3624.3057852877123
2017-12-26,23574.29398803848,27775.017020766743,4200.723032728262
2017-12-23,20658.69617196832,23269.46280060445,2610.76662863613
2017-12-22,18830.844186294788,21203.58006889811,2372.7358826033237
2017-12-21,15644.732690357645,15886.619588394982,241.88689803733686
2017-12-20,14183.070621067145,14414.877519104482,231.80689803733685
2017-12-19,6240.431313943119,6347.982308768471,107.55099482535249
