__timestamp,Minted DAI,Burnt DAI,Total Supply
2020-03-28,510263241.2522257,496109802.39925486,14153438.852970839
2020-03-27,510262658.60579854,496108209.2447125,14154449.36108607
2020-03-26,510254669.5728601,496095829.4436207,14158840.12923944
2020-03-25,510251315.7844793,495612187.0474226,14639128.737056732
2020-03-24,510246055.063171,495599466.146144,14646588.917027056
2020-03-23,510241687.3411894,495525347.63174164,14716339.709447742
2020-03-22,510237439.634594,495448270.4216838,14789169.212910235
2020-03-21,510235311.2957869,495434729.4770114,14800581.818775535
2020-03-20,510111111.5855816,495371497.9326174,14739613.652964175
2020-03-19,510054658.1237998,494941529.1384221,15113128.985377729
2020-03-18,510020289.04430056,494747381.0312286,15272908.013071954
2020-03-17,510013595.91523725,494522825.65391284,15490770.261324406
2020-03-16,509934218.77205676,493685856.284648,16248362.487408757
2020-03-15,509902215.76708275,493310237.49109674,16591978.275986016
2020-03-14,509881774.23837173,492904566.73606324,16977207.502308488
2020-03-13,509876044.24083585,492118781.65943986,17757262.581395984
2020-03-12,509776999.3334575,490326723.78054214,19450275.552915394
2020-03-11,509407214.70771194,488834537.7400412,20572676.96767074
2020-03-10,508454404.32874024,487113473.0948689,21340931.23387134
2020-03-09,508411935.7076278,486989625.91589254,21422309.791735232
2020-03-08,508321759.0099386,486778421.5576812,21543337.452257395
2020-03-07,508272001.1661836,486732905.7273544,21539095.438829184
2020-03-06,508230517.6453129,486728454.247503,21502063.397809923
2020-03-05,508123312.32700986,486678624.40690905,21444687.92010081
2020-03-04,508098521.3047614,486663279.6990328,21435241.605728626
2020-03-03,508071845.9292215,486651563.94756067,21420281.981660843
2020-03-02,508056753.5043189,486639513.7157682,21417239.788550675
2020-03-01,507916879.38510334,486626394.6988335,21290484.68626982
2020-02-29,507778693.6601486,486577501.5499492,21201192.11019939
2020-02-28,507765289.47733647,486541505.8224981,21223783.654838383
2020-02-27,507753650.89173335,486496524.75394917,21257126.137784183
2020-02-26,507697314.59621334,486441388.7462105,21255925.850002825
2020-02-25,507600792.57520825,486336629.5748211,21264163.000387132
2020-02-24,507556868.6035446,486323277.1419016,21233591.46164298
2020-02-23,507533630.8332523,486302864.1523226,21230766.68092972
2020-02-22,507494963.77590317,486181119.12244195,21313844.653461218
2020-02-21,507480317.6649025,486174469.57330143,21305848.091601074
2020-02-20,507404675.9412127,486139015.78385276,21265660.157359958
2020-02-19,507340330.5682362,486069740.0913007,21270590.476935446
2020-02-18,507292467.7354884,485639586.4293129,21652881.30617553
2020-02-17,507210319.4240028,485560615.6771946,21649703.74680823
2020-02-16,507146372.92247283,485550152.2184442,21596220.704028606
2020-02-15,507094955.175016,485374556.7365382,21720398.438477814
2020-02-14,507026272.67270905,485041034.1095379,21985238.56317115
2020-02-13,506903711.04012483,484966746.8643499,21936964.175774932
2020-02-12,506831114.7253164,484855436.17514616,21975678.550170243
2020-02-11,506711772.8929198,484529031.9635031,22182740.929416656
2020-02-10,506647941.2009318,484508572.25353086,22139368.947400928
2020-02-09,506554466.87842417,484012580.19317245,22541886.685251713
2020-02-08,506506968.7794334,483799356.34842783,22707612.431005597
2020-02-07,506452067.1984663,483614503.27461284,22837563.923853457
2020-02-06,506365325.55430734,483261321.3558607,23104004.19844663
2020-02-05,506273849.2242972,482827308.4138791,23446540.81041813
2020-02-04,506174871.6664165,482179072.6433373,23995799.023079216
2020-02-03,506150796.4051053,482133942.80165374,24016853.60345155
2020-02-02,504327371.63789994,479494192.7316735,24833178.906226456
2020-02-01,504158106.01937175,479350562.52390844,24807543.49546331
2020-01-31,504141852.29023945,479289305.1670808,24852547.123158634
2020-01-30,504096736.59397733,479277291.3026219,24819445.29135543
2020-01-29,504001716.3732459,478530907.1537922,25470809.219453692
2020-01-28,503940602.135889,478453625.38840723,25486976.747481763
2020-01-27,503882906.1134579,478403466.48316985,25479439.630288064
2020-01-26,503835083.75651187,477282626.36013615,26552457.396375716
2020-01-25,503818946.7818853,477236187.3353052,26582759.446580112
2020-01-24,503806287.58738256,477123128.77704483,26683158.810337722
2020-01-23,503793274.5565534,477065389.8564774,26727884.700076044
2020-01-22,503779510.86999166,476191471.12323964,27588039.746752024
