date,p,p_star,p_hat,e_hat,e_star,cumsum_e_hat,cumsum_e_star,delta_e_hat,delta_e_star,y
2018-11-01,1.00008165135989,1,0.9963168048858642,-0.0037648464740258625,-8.165135989002259e-05,0.06979150174579363,-0.8838574183133455,-0.003061886292927918,-0.002955224973195225,0.985020551444267
2018-11-02,0.985020551444267,1,0.9965411484241484,0.011520596979881392,0.014979448555732966,0.08131209872567502,-0.8688779697576126,0.015285443453907255,0.015061099915622989,0.991326604974105
2018-11-03,0.991326604974105,1,0.9970021915435789,0.005675586569473978,0.008673395025895037,0.086987685295149,-0.8602045747317175,-0.005845010410407414,-0.0063060535298379294,0.982711724509
2018-11-04,0.982711724509,1,0.9969168496131895,0.014205125104189475,0.017288275490999983,0.10119281039933847,-0.8429162992407175,0.008529538534715497,0.008614880465104946,0.989559416140834
2018-11-05,0.989559416140834,1,0.9965404987335202,0.006981082592686261,0.01044058385916602,0.10817389299202473,-0.8324757153815515,-0.007224042511503215,-0.006847691631833963,0.9801735897320832
2018-11-06,0.9801735897320832,1,0.9934528613090513,0.013279271576968066,0.01982641026791676,0.1214531645689928,-0.8126493051136348,0.006298188984281805,0.009385826408750741,0.9881472366927672
2018-11-07,0.9881472366927672,1,0.9926686441898344,0.004521407497067198,0.011852763307232839,0.12597457206606,-0.8007965418064019,-0.008757864079900868,-0.007973646960683922,0.994293764495078
2018-11-08,0.994293764495078,1,0.9918430900573728,-0.0024506744377051914,0.005706235504921997,0.1235238976283548,-0.7950903063014799,-0.0069720819347723895,-0.006146527802310842,1.00054878407805
2018-11-09,1.00054878407805,1,0.9917218887805936,-0.008826895297456394,-0.0005487840780500353,0.11469700233089841,-0.79563909037953,-0.006376220859751203,-0.006255019582972032,0.997198665842743
2018-11-10,0.997198665842743,1,0.9910485625267027,-0.006150103316040267,0.0028013341572570294,0.10854689901485814,-0.7928377562222729,0.0026767919814161267,0.0033501182353070647,1.00576715146869
2018-11-11,1.00576715146869,1,0.990765880346298,-0.015001271122391913,-0.005767151468689891,0.09354562789246623,-0.7986049076909628,-0.008851167806351645,-0.00856848562594692,0.9936575909385672
2018-11-12,0.9936575909385672,1,0.9912329804897306,-0.0024246104488365727,0.006342409061432797,0.09112101744362966,-0.79226249862953,0.01257666067355534,0.012109560530122687,1.00061755519975
2018-11-13,1.00061755519975,1,0.9920750236511228,-0.008542531548627275,-0.0006175551997500417,0.08257848589500238,-0.7928800538292801,-0.006117921099790702,-0.006959964261182838,1.01570229215913
2018-11-14,1.01570229215913,1,0.9937374460697173,-0.02196484608941285,-0.015702292159130105,0.060613639805589536,-0.8085823459884102,-0.013422314540785574,-0.015084736959380063,0.984297026166386
2018-11-15,0.984297026166386,1,0.9948916792869567,0.010594653120570618,0.015702973833613965,0.07120829292616015,-0.7928793721547962,0.03255949920998347,0.03140526599274407,0.9879081252866508
2018-11-16,0.9879081252866508,1,0.9967569613456724,0.008848836059021536,0.01209187471334916,0.08005712898518169,-0.780787497441447,-0.001745817061549082,-0.0036110991202648046,0.998808263844928
2018-11-17,0.998808263844928,1,0.996335425376892,-0.0024728384680360316,0.001191736155071954,0.07758429051714566,-0.7795957612863751,-0.011321674527057568,-0.010900138558277206,0.992425217446679
2018-11-18,0.992425217446679,1,0.9963616073131562,0.003936389866477152,0.007574782553321002,0.08152068038362281,-0.7720209787330541,0.006409228334513184,0.006383046398249048,1.01328024935507
2018-11-19,1.01328024935507,1,0.9978809106349944,-0.015399338720075706,-0.013280249355070106,0.0661213416635471,-0.7853012280881242,-0.01933572858655286,-0.02085503190839111,1.01884869886925
2018-11-20,1.01884869886925,1,1.0008785676956176,-0.017970131173632442,-0.018848698869250002,0.048151210489914664,-0.8041499269573742,-0.002570792453556736,-0.005568449514179896,0.9986248099110672
2018-11-21,0.9986248099110672,1,1.0005431783199308,0.0019183684088636133,0.0013751900889328317,0.05006957889877828,-0.8027747368684414,0.019888499582496055,0.020223888958182834,1.00226632391646
2018-11-22,1.00226632391646,1,1.0007173085212704,-0.0015490153951895902,-0.002266323916459978,0.04852056350358869,-0.8050410607849013,-0.0034673838040532035,-0.0036415140053928097,1.0133753423258198
2018-11-23,1.0133753423258198,1,1.000924506187439,-0.012450836138380827,-0.013375342325819828,0.03606972736520786,-0.8184164031107212,-0.010901820743191237,-0.01110901840935985,1.01887525325758
2018-11-24,1.01887525325758,1,1.0008534240722653,-0.018021829185314697,-0.018875253257579994,0.018047898179893163,-0.8372916563683012,-0.00557099304693387,-0.005499910931760166,1.02985194283158
2018-11-25,1.02985194283158,1,1.0046112275123595,-0.025240715319220453,-0.02985194283157999,-0.00719281713932729,-0.8671435991998812,-0.007218886133905755,-0.010976689573999998,0.990396098290831
2018-11-26,0.990396098290831,1,1.0058528804779052,0.015456782187074247,0.009603901709169027,0.008263965047746957,-0.8575396974907121,0.0406974975062947,0.03945584454074902,1.00750394961968
2018-11-27,1.00750394961968,1,1.0070196199417112,-0.0004843296779688533,-0.007503949619680039,0.007779635369778104,-0.8650436471103922,-0.0159411118650431,-0.017107851328849066,0.987038597629855
2018-11-28,0.987038597629855,1,1.006866021156311,0.019827423526455945,0.012961402370144981,0.02760705889623405,-0.8520822447402472,0.0203117532044248,0.02046535198982502,0.990970814397494
2018-11-29,0.990970814397494,1,1.0071056818962094,0.0161348674987154,0.009029185602505985,0.04374192639494945,-0.8430530591377412,-0.0036925560277405456,-0.003932216767638996,0.999131203010405
2018-11-30,0.999131203010405,1,1.007191708087921,0.008060505077515878,0.0008687969895949665,0.05180243147246533,-0.8421842621481462,-0.008074362421199521,-0.008160388612911018,1.00381689028127
2018-12-01,1.00381689028127,1,1.0058621263504026,0.002045236069132539,-0.00381689028127008,0.053847667541597866,-0.8460011524294163,-0.006015269008383339,-0.0046856872708650465,0.9922355186815108
2018-12-02,0.9922355186815108,1,1.0064837050437925,0.014248186362281645,0.007764481318489169,0.06809585390387951,-0.8382366711109271,0.012202950293149106,0.01158137159975925,1.00410013562326
2018-12-03,1.00410013562326,1,1.0062092447280884,0.0021091091048284216,-0.004100135623259948,0.07020496300870793,-0.8423368067341871,-0.012139077257453224,-0.011864616941749118,0.994612950008421
2018-12-04,0.994612950008421,1,1.0065207529067992,0.011907802898378228,0.005387049991579018,0.08211276590708616,-0.8369497567426081,0.009798693793549806,0.009487185614838967,1.00748181344233
2018-12-05,1.00748181344233,1,1.007077658176422,-0.00040415526590797946,-0.00748181344233001,0.08170861064117818,-0.8444315701849381,-0.012311958164286207,-0.012868863433909028,1.02688939781073
2018-12-06,1.02688939781073,1,1.009205584526062,-0.01768381328466817,-0.026889397810730076,0.06402479735651001,-0.8713209679956682,-0.01727965801876019,-0.019407584368400066,1.0283746368078102
2018-12-07,1.0283746368078102,1,1.0031687664985656,-0.025205870309244593,-0.02837463680781016,0.03881892704726542,-0.8996956048034783,-0.007522057024576423,-0.001485238997080085,1.01986494543171
2018-12-08,1.01986494543171,1,1.0054556941986081,-0.014409251233101772,-0.019864945431709913,0.024409675814163645,-0.9195605502351882,0.010796619076142822,0.008509691376100248,1.01989228802247
2018-12-09,1.01989228802247,1,1.008559498786926,-0.011332789235543927,-0.019892288022469895,0.013076886578619717,-0.9394528382576581,0.0030764619975578444,-2.7342590759982244e-05,1.02785791772869
