,0,1,2,3,4,5,6,7,8,9
0,294.0517264453444,288.99822242144916,311.46848871807686,285.4374314548621,304.542687479314,305.23393351855987,286.2266502969576,266.7726038059304,315.1136923126677,297.42815165177615
1,291.19071910812465,286.27459779448276,308.35715469751165,288.91422665889263,301.25725301338696,303.44186411408924,285.7112395526547,270.1946046614897,311.7110201388461,294.56723819287737
2,292.27022668825356,286.4109067722969,306.6854341703601,287.48963833822285,303.7170489780054,303.204946988283,288.513457482923,270.393275511504,310.0233034503335,296.79015765782407
3,289.3260802190211,285.46126972000195,308.8556329868566,287.1623138029197,302.36589643203575,306.2163955847045,288.6850616603797,268.4834526654469,309.12843878149465,293.69881862917515
4,286.8099937440913,283.59029353994447,310.20018762489303,286.420375318812,300.93262460845324,303.6280963928188,286.42019254503896,276.90109137716087,314.5118897121093,294.100431372734
5,286.24589872836475,283.6595835327213,307.36890506912766,287.0631134052913,302.80000899678606,305.5843579499131,284.1143738269876,274.0310905337521,311.51269406041797,293.0581126047901
6,283.6340942047997,282.84223690544417,313.6399494517339,290.1838588219675,300.99856477059166,307.5182638354204,286.9777259357278,275.30225584211524,310.5850936161533,290.6092888006184
7,283.66443652821863,289.92869961002873,315.96822124896426,289.22130249047984,300.39817905629957,308.3599777919853,284.4700666856545,277.6592173090669,317.5602466804323,288.0588639008579
8,284.4471220878121,292.8197108178331,314.3029025636971,287.407770877994,298.77183568393207,306.30833500118894,285.4839310482685,277.4374545585115,314.66631991683624,285.6992210342828
9,283.43026740306675,293.7538516799014,313.0194037807332,294.386137446766,295.96170037212073,308.281553812472,285.4945605117636,274.8668043269836,311.40617063737164,283.7230744063111
10,287.3522708509241,294.1085619514461,317.43212603033703,292.9332378035106,293.2528145991488,307.90766706115187,285.07873362445645,272.4073570203279,312.81355259058404,285.6353407890574
11,285.946630604352,292.57773540067393,318.3011410645023,292.8281835731525,301.40578368589144,305.38993650817827,286.10970554592166,272.6428573080662,311.9492467004452,292.4638919289495
12,284.80160831987536,294.25126039651957,319.3944753339312,293.1096422535694,308.1397474154676,302.6524915755549,283.7640233228961,274.47485767285434,310.87012037924165,293.13957765001
13,287.60377667759434,291.6489590832944,316.760339156512,291.89461961922433,306.06035161239697,301.142502983354,285.08250482871796,272.232075951097,309.3272468081418,291.51749895066183
14,288.7312415597227,288.8521023408645,315.5738780955046,290.0356895135664,303.5466480623429,299.50337193123715,285.9181009829835,271.0993766983096,306.6937899532095,290.8075231512546
15,288.01412088149397,286.50767374500526,314.0107925584469,295.19266035116266,304.99193589702065,297.6154734453757,290.4871996225357,271.83207780291315,307.5142429307654,294.4024827373937
